Label;Location;Site;Plot_replicate;Meshbag_replicate;Treatment;ITEX;NPKD;Pot+sand_wet_(g);Pot+sand_dry_(g);wet_(g);proportion_water_in_sample_(%);sample_weight_wet_(g);sample_weight_dry_(g);Hyphae_uns;Hyphae_sept;Total_hyphae;Count_strikes;Hyphal_length_uns;Hyphal_length_sept;Total_hyphal_length;lab_analyses;Meshbag_collected;Extra
Fi-no-cont-10D;Finse;Fins1;1;A;Control;YES;NO;51,47;48,46;3,01;0,06;11,25;10,59;526;23;549;50;988,07;43,2;1031,27;20/aug;3/aug;
Fi-no-cont-1A;Finse;Fins1;1;A;Control;YES;NO;56,6;53,45;3,15;0,06;10,87;10,27;92;130;222;25;356,65;503,96;860,61;28/aug;3/aug;
Fi-no-cont-1A;Finse;Fins1;1;B;Control;YES;NO;56,6;53,45;3,15;0,06;11,25;10,62;245;40;285;25;917,69;149,83;1067,51;28/aug;3/aug;
Fi-no-cont-2A;Finse;Fins1;1;B;Control;YES;NO;53,23;46,69;6,54;0,12;11,45;10,04;19;99;118;25;75,28;392,26;467,54;6/sep;3/aug;
Fi-no-cont-2A;Finse;Fins1;1;A;Control;YES;NO;53,23;46,69;6,54;0,12;10,51;9,22;77;96;173;25;332,38;414,39;746,77;6/sep;3/aug;
Fi-no-cont-3D;Finse;Fins1;1;B;Control;YES;NO;50,56;45,51;5,05;0,1;10,67;9,6;126;137;263;25;522,06;567,63;1089,69;6/sep;3/aug;
Fi-no-cont-3D;Finse;Fins1;1;A;Control;YES;NO;50,56;45,51;5,05;0,1;11,21;10,09;196;185;381;25;772,97;729,59;1502,56;6/sep;3/aug;
Fi-no-cont-5D;Finse;Fins1;1;B;Control;YES;NO;55,23;50,86;4,37;0,08;11,31;10,42;142;176;318;50;271,27;336,23;607,5;20/aug;3/aug;
Fi-no-cont-5D;Finse;Fins1;1;A;Control;YES;NO;55,23;50,86;4,37;0,08;11,11;10,23;212;29;241;50;412,29;56,4;468,69;20/aug;3/aug;
Fi-no-cont-6A;Finse;Fins1;1;A;Control;YES;NO;60,63;57,23;3,4;0,06;10,92;10,31;285;57;342;25;1100,27;220,05;1320,32;28/aug;3/aug;
Fi-no-cont-6A;Finse;Fins1;1;B;Control;YES;NO;60,63;57,23;3,4;0,06;11,09;10,47;505;177;682;25;1919,71;672,85;2592,56;28/aug;3/aug;
Fi-no-OTC-10C;Finse;Fins1;1;A;OTC;YES;NO;47,11;46,06;1,05;0,02;10,64;10,4;42;1943;1985;25;160,66;7432,46;7593,12;22/aug;3/aug;
Fi-no-OTC-10C;Finse;Fins1;1;B;OTC;YES;NO;47,11;46,06;1,05;0,02;10,64;10,4;45;1454;1499;25;172,14;5561,91;5734,05;22/aug;3/aug;
Fi-no-OTC-2D;Finse;Fins1;1;B;OTC;YES;NO;65,51;55,1;10,41;0,16;10,88;9,15;40;91;131;25;173,94;395,71;569,65;6/sep;3/aug;
Fi-no-OTC-2D;Finse;Fins1;1;A;OTC;YES;NO;65,51;55,1;10,41;0,16;11,2;9,42;97;252;349;25;409,75;1064,51;1474,27;6/sep;3/aug;
Fi-no-OTC-3A;Finse;Fins1;1;B;OTC;YES;NO;53,38;49,33;4,05;0,08;11,11;10,27;175;351;526;25;678,27;1360,42;2038,69;6/sep;3/aug;
Fi-no-OTC-3A;Finse;Fins1;1;A;OTC;YES;NO;53,38;49,33;4,05;0,08;11,27;10,41;204;113;317;25;779,45;431,75;1211,2;6/sep;3/aug;
Fi-no-OTC-4B;Finse;Fins1;1;A;OTC;YES;NO;37,64;35,08;2,56;0,07;10,53;9,81;161;218;379;25;652,83;883,96;1536,78;28/aug;3/aug;
Fi-no-OTC-4B;Finse;Fins1;1;B;OTC;YES;NO;37,64;35,08;2,56;0,07;11,24;10,48;259;115;374;25;983,87;436,85;1420,72;28/aug;3/aug;
Fi-no-OTC-5B;Finse;Fins1;1;B;OTC;YES;NO;58,61;53,44;5,17;0,09;11,38;10,38;65;179;244;25;249,28;686,48;935,76;22/aug;3/aug;
Fi-no-OTC-5B;Finse;Fins1;1;A;OTC;YES;NO;58,61;53,44;5,17;0,09;10,77;9,82;164;647;811;25;664,58;2621,84;3286,42;22/aug;3/aug;
Fn-pa-no-cont-1P;Finnmark;Finn1;1;B;Control;YES;NO;56,05;54,85;1,2;0,02;10,39;10,17;124;42;166;50;242,65;82,19;324,84;15/jul;24/jun;
Fn-pa-no-cont-1P;Finnmark;Finn1;1;A;Control;YES;NO;56,05;54,85;1,2;0,02;10,31;10,09;392;8;400;50;773,05;15,78;788,83;15/jul;24/jun;
Fn-pa-no-cont-3P;Finnmark;Finn1;1;A;Control;YES;NO;60,29;59,48;0,81;0,01;10,17;10,03;65;25;90;50;128,9;49,58;178,48;15/jul;24/jun;
Fn-pa-no-cont-3P;Finnmark;Finn1;1;B;Control;YES;NO;60,29;59,48;0,81;0,01;10,38;10,24;105;27;132;50;204,01;52,46;256,47;15/jul;24/jun;
Fn-pa-no-cont-4P;Finnmark;Finn1;1;A;Control;YES;NO;49,15;46,8;2,35;0,05;10,77;10,26;42;155;197;50;81,49;300,73;382,22;16/jul;24/jun;Broken meshbag
Fn-pa-no-cont-4P;Finnmark;Finn1;1;B;Control;YES;NO;49,15;46,8;2,35;0,05;10,47;9,97;109;217;326;50;217,54;433,08;650,63;16/jul;24/jun;Broken meshbag
Fn-pa-no-cont-BP;Finnmark;Finn1;1;B;Control;YES;NO;54,72;53,46;1,26;0,02;10,14;9,91;208;153;361;50;417,76;307,29;725,05;15/jul;24/jun;
Fn-pa-no-cont-BP;Finnmark;Finn1;1;A;Control;YES;NO;54,72;53,46;1,26;0,02;10,48;10,24;402;163;565;50;781,2;316,76;1097,96;15/jul;24/jun;
Fn-pa-no-OTC-3P;Finnmark;Finn1;1;B;OTC;YES;NO;59,77;58,09;1,68;0,03;10,42;10,13;42;81;123;50;82,52;159,14;241,66;15/jul;24/jun;
Fn-pa-no-OTC-3P;Finnmark;Finn1;1;A;OTC;YES;NO;59,77;58,09;1,68;0,03;10,71;10,41;123;177;300;50;235,11;338,34;573,45;15/jul;24/jun;
Fn-pa-no-OTC-4P;Finnmark;Finn1;1;A;OTC;YES;NO;72,15;65,52;6,63;0,09;10,73;9,74;69;262;331;50;140,89;534,99;675,89;16/jul;24/jun;wet
Fn-pa-no-OTC-4P;Finnmark;Finn1;1;B;OTC;YES;NO;72,15;65,52;6,63;0,09;10,92;9,92;165;64;229;50;331,06;128,41;459,47;16/jul;24/jun;wet
Fn-pa-no-OTC-BP;Finnmark;Finn1;1;A;OTC;YES;NO;61,04;59,89;1,15;0,02;10,25;10,06;23;128;151;50;45,5;253,24;298,74;15/jul;24/jun;
Fn-pa-no-OTC-BP;Finnmark;Finn1;1;B;OTC;YES;NO;61,04;59,89;1,15;0,02;10,36;10,16;72;68;140;50;140,93;133,1;274,04;15/jul;24/jun;
Fn-th-no-cont-4M;Finnmark;Finn2;1;B;Control;YES;NO;52,8;50,5;2,3;0,04;10,64;10,18;31;16;47;50;60,61;31,28;91,89;16/jul;24/jun;
Fn-th-no-cont-4M;Finnmark;Finn2;1;A;Control;YES;NO;52,8;50,5;2,3;0,04;10,83;10,36;54;41;95;50;103,73;78,76;182,48;16/jul;24/jun;
Fn-th-no-cont-BM;Finnmark;Finn2;1;B;Control;YES;NO;56,24;55,53;0,71;0,01;10,67;10,54;51;0;51;50;96,32;0;96,32;15/jul;24/jun;
Fn-th-no-cont-BM;Finnmark;Finn2;1;A;Control;YES;NO;56,24;55,53;0,71;0,01;10,27;10,14;428;55;483;50;839,79;107,92;947,71;15/jul;24/jun;
Fn-th-no-OTC-3M;Finnmark;Finn2;1;A;OTC;YES;NO;52,39;49,55;2,84;0,05;10,25;9,69;0;0;0;50;0;0;0;16/jul;24/jun;
Fn-th-no-OTC-3M;Finnmark;Finn2;1;B;OTC;YES;NO;52,39;49,55;2,84;0,05;10,66;10,08;39;9;48;50;76,97;17,76;94,73;16/jul;24/jun;
Fn-th-no-OTC-4M;Finnmark;Finn2;1;B;OTC;YES;NO;63,95;61,69;2,26;0,04;10,71;10,33;21;18;39;50;40,44;34,66;75,11;16/jul;24/jun;
Fn-th-no-OTC-4M;Finnmark;Finn2;1;A;OTC;YES;NO;63,95;61,69;2,26;0,04;10,48;10,11;107;29;136;50;210,59;57,07;267,66;16/jul;24/jun;
Fn-th-no-OTC-BM;Finnmark;Finn2;1;A;OTC;YES;NO;54,16;52,55;1,61;0,03;10,87;10,55;227;13;240;50;428,24;24,52;452,76;15/jul;24/jun;
Fn-th-no-OTC-BM;Finnmark;Finn2;1;B;OTC;YES;NO;54,16;52,55;1,61;0,03;10,28;9,97;264;24;288;50;526,62;47,87;574,5;15/jul;24/jun;
Kh-cont-A1;Kralova;Kra1;1;B;Control;YES;YES;55,03;52,37;2,66;0,05;11,07;10,53;126;23;149;25;475,94;86,88;562,82;8/okt;15/aug;
Kh-cont-A1;Kralova;Kra1;1;A;Control;YES;YES;55,03;52,37;2,66;0,05;11,23;10,69;168;87;255;25;625,55;323,94;949,49;8/okt;15/aug;
Kh-cont-A10;Kralova;Kra1;1;A;Control;YES;YES;54,52;52,91;1,61;0,03;11,13;10,8;106;120;226;25;390,52;442,1;832,61;8/okt;15/aug;roots
Kh-cont-A10;Kralova;Kra1;1;B;Control;YES;YES;54,52;52,91;1,61;0,03;11,38;11,04;133;65;198;25;479,23;234,21;713,43;8/okt;15/aug;
Kh-cont-A5;Kralova;Kra1;1;B;Control;YES;YES;57,36;55,48;1,88;0,03;11,31;10,94;647;36;683;25;2353,57;130,96;2484,52;8/okt;15/aug;roots
Kh-cont-A5;Kralova;Kra1;1;A;Control;YES;YES;57,36;55,48;1,88;0,03;11,5;11,12;770;114;884;25;2754,72;407,84;3162,56;8/okt;15/aug;
Kh-cont-B1;Kralova;Kra1;1;A;Control;YES;YES;63,37;59,47;3,9;0,06;10,68;10,02;351;76;427;25;1393,59;301,75;1695,33;8/okt;15/aug;
Kh-cont-B1;Kralova;Kra1;1;B;Control;YES;YES;63,37;59,47;3,9;0,06;11,17;10,48;415;92;507;25;1575,41;349,25;1924,65;8/okt;15/aug;
Kh-cont-B10;Kralova;Kra1;1;B;Control;YES;YES;56,96;54,73;2,23;0,04;10,74;10,32;63;51;114;25;242,94;196,66;439,6;2/okt;15/aug;
Kh-cont-B10;Kralova;Kra1;1;A;Control;YES;YES;56,96;54,73;2,23;0,04;11,13;10,69;175;67;242;25;651,18;249,31;900,49;2/okt;15/aug;
Kh-cont-B6;Kralova;Kra1;1;B;Control;YES;YES;51,54;49,25;2,29;0,04;11,32;10,82;122;47;169;25;448,81;172,9;621,71;2/okt;15/aug;
Kh-cont-B6;Kralova;Kra1;1;A;Control;YES;YES;51,54;49,25;2,29;0,04;10,67;10,2;158;71;229;25;616,66;277,1;893,76;2/okt;15/aug;
Kh-fert-A12;Kralova;Kra1;1;B;Fertilisation;YES;YES;43,95;42,86;1,09;0,02;11,45;11,17;518;22;540;25;1846,05;78,4;1924,45;3/okt;15/aug;
Kh-fert-A12;Kralova;Kra1;1;A;Fertilisation;YES;YES;43,95;42,86;1,09;0,02;11,11;10,83;530;38;568;25;1946,62;139,57;2086,19;3/okt;15/aug;
Kh-fert-A4;Kralova;Kra1;1;A;Fertilisation;YES;YES;57,87;53,04;4,83;0,08;10,83;9,93;297;23;320;25;1190,67;92,21;1282,87;9/okt;15/aug;
Kh-fert-A4;Kralova;Kra1;1;B;Fertilisation;YES;YES;57,87;53,04;4,83;0,08;11,45;10,49;298;10;308;25;1129,99;37,92;1167,9;9/okt;15/aug;
Kh-fert-A9;Kralova;Kra1;1;B;Fertilisation;YES;YES;55,87;53,63;2,24;0,04;10,68;10,25;362;22;384;25;1405,14;85,4;1490,54;9/okt;15/aug;
Kh-fert-A9;Kralova;Kra1;1;A;Fertilisation;YES;YES;55,87;53,63;2,24;0,04;11,23;10,78;380;61;441;25;1402,77;225,18;1627,95;9/okt;15/aug;
Kh-fert-B11;Kralova;Kra1;1;A;Fertilisation;YES;YES;24,98;23,99;0,99;0,04;11,23;10,78;402;40;442;25;1483,27;147,59;1630,86;3/okt;15/aug;Broken meshbag
Kh-fert-B11;Kralova;Kra1;1;B;Fertilisation;YES;YES;24,98;23,99;0,99;0,04;11,48;11,03;633;67;700;25;2284,74;241,83;2526,57;3/okt;15/aug;Broken meshbag
Kh-fert-B12;Kralova;Kra1;1;B;Fertilisation;YES;YES;52,08;49,3;2,78;0,05;11,36;10,75;30;13;43;25;111,01;48,11;159,12;9/okt;15/aug;Broken meshbag
Kh-fert-B12;Kralova;Kra1;1;A;Fertilisation;YES;YES;52,08;49,3;2,78;0,05;11,35;10,74;57;10;67;25;211,11;37,04;248,15;9/okt;15/aug;Broken meshbag
Kh-fert-B4;Kralova;Kra1;1;B;Fertilisation;YES;YES;54;51,26;2,74;0,05;10,76;10,21;183;7;190;25;712,96;27,27;740,23;9/okt;15/aug;
Kh-fert-B4;Kralova;Kra1;1;A;Fertilisation;YES;YES;54;51,26;2,74;0,05;11,1;10,54;584;16;600;25;2205,55;60,43;2265,98;9/okt;15/aug;
Kh-fertxOTC-A11;Kralova;Kra1;1;B;FertilisationxOTC;YES;YES;56,83;54,73;2,1;0,04;10,99;10,58;601;37;638;25;2259,65;139,11;2398,76;8/okt;15/aug;
Kh-fertxOTC-A11;Kralova;Kra1;1;A;FertilisationxOTC;YES;YES;56,83;54,73;2,1;0,04;11,05;10,64;618;135;753;25;2310,95;504,82;2815,77;8/okt;15/aug;
Kh-fertxOTC-A2;Kralova;Kra1;1;B;FertilisationxOTC;YES;YES;56,93;52,69;4,24;0,07;11,19;10,36;74;19;93;25;284,33;73;357,34;8/okt;15/aug;
Kh-fertxOTC-A2;Kralova;Kra1;1;A;FertilisationxOTC;YES;YES;56,93;52,69;4,24;0,07;11,02;10,2;87;20;107;25;339,44;78,03;417,47;8/okt;15/aug;
Kh-fertxOTC-A3;Kralova;Kra1;1;B;FertilisationxOTC;YES;YES;56,8;54,34;2,46;0,04;10,8;10,33;194;48;242;25;747,17;184,87;932,04;9/okt;15/aug;
Kh-fertxOTC-A3;Kralova;Kra1;1;A;FertilisationxOTC;YES;YES;56,8;54,34;2,46;0,04;11,3;10,81;381;46;427;25;1402,45;169,32;1571,77;9/okt;15/aug;
Kh-fertxOTC-B5;Kralova;Kra1;1;B;FertilisationxOTC;YES;YES;54,41;51,53;2,88;0,05;11,46;10,85;250;13;263;25;916,61;47,66;964,28;2/okt;15/aug;
Kh-fertxOTC-B5;Kralova;Kra1;1;A;FertilisationxOTC;YES;YES;54,41;51,53;2,88;0,05;11,04;10,46;311;28;339;25;1183,65;106,57;1290,21;2/okt;15/aug;
Kh-fertxOTC-B7;Kralova;Kra1;1;B;FertilisationxOTC;YES;YES;51,75;49,27;2,48;0,05;10,72;10,21;286;104;390;25;1115,09;405,49;1520,58;2/okt;15/aug;
Kh-fertxOTC-B7;Kralova;Kra1;1;A;FertilisationxOTC;YES;YES;51,75;49,27;2,48;0,05;11,14;10,61;571;40;611;25;2142,35;150,08;2292,43;2/okt;15/aug;
Kh-fertxOTC-B8;Kralova;Kra1;1;B;FertilisationxOTC;YES;YES;38,32;37,03;1,29;0,03;10,6;10,24;121;23;144;25;470,07;89,35;559,42;3/okt;15/aug;
Kh-fertxOTC-B8;Kralova;Kra1;1;A;FertilisationxOTC;YES;YES;38,32;37,03;1,29;0,03;11,04;10,67;176;37;213;25;656,49;138,01;794,5;3/okt;15/aug;
Kh-OTC-A6;Kralova;Kra1;1;A;OTC;YES;NO;53,53;51,7;1,83;0,03;11,33;10,94;295;55;350;25;1072,78;200,01;1272,79;9/okt;15/aug;
Kh-OTC-A6;Kralova;Kra1;1;B;OTC;YES;NO;53,53;51,7;1,83;0,03;11,08;10,7;477;24;501;25;1773,77;89,25;1863,02;9/okt;15/aug;
Kh-OTC-A7;Kralova;Kra1;1;A;OTC;YES;NO;50,78;48,37;2,41;0,05;10,74;10,23;96;61;157;25;373,42;237,28;610,69;3/okt;15/aug;
Kh-OTC-A7;Kralova;Kra1;1;B;OTC;YES;NO;50,78;48,37;2,41;0,05;11,13;10,6;134;79;213;25;502,97;296,52;799,49;3/okt;15/aug;
Kh-OTC-A8;Kralova;Kra1;1;B;OTC;YES;NO;55,86;53,37;2,49;0,04;11,29;10,79;800;56;856;25;2951,29;206,59;3157,88;2/okt;15/aug;
Kh-OTC-A8;Kralova;Kra1;1;A;OTC;YES;NO;55,86;53,37;2,49;0,04;10,97;10,48;905;22;927;25;3436,04;83,53;3519,57;2/okt;15/aug;
Kh-OTC-B2;Kralova;Kra1;1;A;OTC;YES;NO;52,49;50,55;1,94;0,04;11,03;10,62;313;57;370;25;1172,56;213,53;1386,1;2/okt;15/aug;Mos
Kh-OTC-B2;Kralova;Kra1;1;B;OTC;YES;NO;52,49;50,55;1,94;0,04;11,42;11;389;47;436;25;1407,51;170,06;1577,57;2/okt;15/aug;Mos
Kh-OTC-B3;Kralova;Kra1;1;B;OTC;YES;NO;61,74;59,7;2,04;0,03;11,36;10,98;237;62;299;25;858,57;224,6;1083,17;2/okt;15/aug;
Kh-OTC-B3;Kralova;Kra1;1;A;OTC;YES;NO;61,74;59,7;2,04;0,03;11,07;10,7;3252;65;3317;25;12089,47;241,64;12331,12;2/okt;15/aug;
Kh-OTC-B9;Kralova;Kra1;1;A;OTC;YES;NO;51,45;49,2;2,25;0,04;10,8;10,33;181;34;215;25;697,41;131;828,41;3/okt;15/aug;
Kh-OTC-B9;Kralova;Kra1;1;B;OTC;YES;NO;51,45;49,2;2,25;0,04;11,01;10,53;305;15;320;25;1152,78;56,69;1209,47;3/okt;15/aug;
Ki-fi-cont-1;Kilpisjärvi;Kil1;1;A;Control;YES;NO;36,32;35,14;1,18;0,03;10,9;10,55;19;47;66;50;35,85;88,67;124,52;18/jul;25/jul;Broken meshbag
Ki-fi-cont-1;Kilpisjärvi;Kil1;1;B;Control;YES;NO;49,89;46,32;3,57;0,07;10,85;10,07;51;66;117;50;100,73;130,36;231,09;18/jul;25/jul;Broken meshbag
Ki-fi-cont-2;Kilpisjärvi;Kil1;1;A;Control;YES;NO;48,71;46,07;2,64;0,05;10,83;10,24;0;3;3;50;0;5,83;5,83;18/jul;25/jul;Broken meshbag
Ki-fi-cont-2;Kilpisjärvi;Kil1;1;B;Control;YES;NO;48,71;46,07;2,64;0,05;10,85;10,26;10;20;30;50;19,39;38,78;58,17;18/jul;25/jul;Broken meshbag
Ki-fi-cont-3;Kilpisjärvi;Kil1;1;A;Control;YES;NO;54,43;51,75;2,68;0,05;10,17;9,67;9;22;31;50;18,52;45,27;63,79;16/jul;25/jul;
Ki-fi-cont-3;Kilpisjärvi;Kil1;1;B;Control;YES;NO;54,43;51,75;2,68;0,05;10,9;10,36;56;131;187;50;107,52;251,51;359,03;16/jul;25/jul;
Ki-fi-cont-4;Kilpisjärvi;Kil1;1;A;Control;YES;NO;53;48,06;4,94;0,09;10,99;9,97;3;10;13;50;5,99;19,97;25,95;18/jul;25/jul;
Ki-fi-cont-4;Kilpisjärvi;Kil1;1;B;Control;YES;NO;53;45,14;7,86;0,15;10,83;9,22;12;20;32;50;25,89;43,14;69,03;18/jul;25/jul;
Ki-fi-cont-5;Kilpisjärvi;Kil1;1;B;Control;YES;NO;49,42;48,06;1,36;0,03;10,97;10,67;0;46;46;50;0;85,79;85,79;18/jul;25/jul;
Ki-fi-cont-5;Kilpisjärvi;Kil1;1;A;Control;YES;NO;49,42;41,78;7,64;0,15;10,78;9,11;20;70;90;50;43,66;152,83;196,49;18/jul;25/jul;
Ki-fi-OTC-1;Kilpisjärvi;Kil1;1;A;OTC;YES;NO;46,01;45,08;0,93;0,02;10,72;10,5;0;101;101;50;0;191,33;191,33;16/jul;25/jul;
Ki-fi-OTC-1;Kilpisjärvi;Kil1;1;B;OTC;YES;NO;46,01;45,08;0,93;0,02;10,31;10,1;0;118;118;50;0;232,42;232,42;16/jul;25/jul;
Ki-fi-OTC-2;Kilpisjärvi;Kil1;1;A;OTC;YES;NO;42,53;40,92;1,61;0,04;10,35;9,96;133;86;219;50;265,74;171,83;437,57;16/jul;25/jul;
Ki-fi-OTC-2;Kilpisjärvi;Kil1;1;B;OTC;YES;NO;42,53;40,92;1,61;0,04;10,45;10,05;269;95;364;50;532,33;188;720,32;16/jul;25/jul;
Ki-fi-OTC-3;Kilpisjärvi;Kil1;1;B;OTC;YES;NO;37,27;35,88;1,39;0,04;10,54;10,15;94;10;104;50;184,32;19,61;203,93;16/jul;25/jul;Broken meshbag
Ki-fi-OTC-3;Kilpisjärvi;Kil1;1;A;OTC;YES;NO;37,27;35,88;1,39;0,04;10,62;10,22;114;33;147;50;221,86;64,22;286,08;16/jul;25/jul;Broken meshbag
Ki-fi-OTC-4;Kilpisjärvi;Kil1;1;A;OTC;YES;NO;58,3;49,89;8,41;0,14;10,88;9,31;68;49;117;50;145,32;104,71;250,03;18/jul;25/jul;Broken meshbag
Ki-fi-OTC-4;Kilpisjärvi;Kil1;1;B;OTC;YES;NO;58,3;51,78;6,52;0,11;10,78;9,57;105;79;184;50;218,2;164,17;382,37;18/jul;25/jul;Broken meshbag
Ki-fi-OTC-5;Kilpisjärvi;Kil1;1;A;OTC;YES;NO;60,64;55,46;5,18;0,09;10,43;9,54;47;63;110;50;98,03;131,41;229,44;16/jul;25/jul;
Ki-fi-OTC-5;Kilpisjärvi;Kil1;1;B;OTC;YES;NO;60,64;55,46;5,18;0,09;10,57;9,67;65;19;84;50;133,78;39,11;172,89;16/jul;25/jul;
Ko-gl-cont-2;Kobbefjord;Kob1;1;B;Control;YES;NO;57,21;56,19;1,02;0,02;11,03;10,83;50;107;157;25;183,66;393,04;576,7;30/sep;;No silica
Ko-gl-cont-2;Kobbefjord;Kob1;1;A;Control;YES;NO;57,21;56,19;1,02;0,02;11,09;10,89;69;221;290;25;252,08;807,39;1059,48;30/sep;;No silica
Ko-gl-cont-3;Kobbefjord;Kob1;1;B;Control;YES;NO;45,19;44,61;0,58;0,01;10,83;10,69;127;143;270;25;472,71;532,27;1004,98;30/sep;;No silica
Ko-gl-cont-3;Kobbefjord;Kob1;1;A;Control;YES;NO;45,19;44,61;0,58;0,01;10,57;10,43;170;201;371;25;648,33;766,56;1414,89;30/sep;;No silica
Ko-gl-cont-4;Kobbefjord;Kob1;1;A;Control;YES;NO;60,87;57,79;3,08;0,05;11,25;10,68;88;126;214;25;327,86;469,44;797,3;2/okt;;No silica
Ko-gl-cont-4;Kobbefjord;Kob1;1;B;Control;YES;NO;60,87;57,79;3,08;0,05;11,19;10,62;96;52;148;25;359,59;194,78;554,36;2/okt;;No silica
Ko-gl-cont-5;Kobbefjord;Kob1;1;B;Control;YES;NO;46,08;44,41;1,67;0,04;10,75;10,36;39;23;62;25;149,8;88,34;238,14;3/okt;;No silica
Ko-gl-cont-5;Kobbefjord;Kob1;1;A;Control;YES;NO;46,08;44,41;1,67;0,04;10,74;10,35;68;45;113;25;261,43;173;434,43;3/okt;;No silica
Ko-gl-cont-6;Kobbefjord;Kob1;1;B;Control;YES;NO;52,76;51,17;1,59;0,03;10,93;10,6;36;22;58;25;135,14;82,59;217,73;30/sep;;No silica
Ko-gl-cont-6;Kobbefjord;Kob1;1;A;Control;YES;NO;52,76;51,17;1,59;0,03;11,29;10,95;46;83;129;25;167,17;301,64;468,81;30/sep;;No silica
Ko-gl-OTC-2;Kobbefjord;Kob1;1;A;OTC;YES;NO;55,64;54,06;1,58;0,03;11,21;10,89;31;86;117;25;113,26;314,21;427,47;30/sep;;No silica
Ko-gl-OTC-2;Kobbefjord;Kob1;1;B;OTC;YES;NO;55,64;54,06;1,58;0,03;11,09;10,78;82;135;217;25;302,83;498,57;801,4;30/sep;;No silica
Ko-gl-OTC-3;Kobbefjord;Kob1;1;B;OTC;YES;NO;46,45;44,58;1,87;0,04;11,15;10,7;59;348;407;25;219,4;1294,08;1513,48;30/sep;;No silica
Ko-gl-OTC-3;Kobbefjord;Kob1;1;A;OTC;YES;NO;46,45;44,58;1,87;0,04;11,18;10,73;117;251;368;25;433,91;930,87;1364,78;30/sep;;No silica
Ko-gl-OTC-4;Kobbefjord;Kob1;1;A;OTC;YES;NO;52,47;51,22;1,25;0,02;10,95;10,69;64;161;225;25;238,26;599,37;837,63;3/okt;;No silica
Ko-gl-OTC-4;Kobbefjord;Kob1;1;B;OTC;YES;NO;52,47;51,22;1,25;0,02;11,12;10,86;217;24;241;25;795,5;87,98;883,48;3/okt;;No silica
Ko-gl-OTC-5;Kobbefjord;Kob1;1;B;OTC;YES;NO;52,25;50,4;1,85;0,04;11,15;10,76;12;30;42;25;44,4;111;155,4;3/okt;;No silica
Ko-gl-OTC-5;Kobbefjord;Kob1;1;A;OTC;YES;NO;52,25;50,4;1,85;0,04;11,16;10,76;27;34;61;25;99,81;125,68;225,49;3/okt;;No silica
Nr-us-16-PXX;Niwotridge;Niw1;1;B;snow;NO;NO;57;53,15;3,85;0,07;11,15;10,4;133;20;153;25;509,05;76,55;585,6;14/nov;;
Nr-us-16-PXX;Niwotridge;Niw1;1;A;snow;NO;NO;57;53,15;3,85;0,07;10,9;10,16;142;44;186;25;555,96;172,27;728,23;14/nov;;
Nr-us-17-XNX;Niwotridge;Niw1;1;A;Fertilisation;YES;YES;54,04;51,38;2,66;0,05;10,67;10,14;129;54;183;25;506,01;211,82;717,83;7/nov;;wet
Nr-us-17-XNX;Niwotridge;Niw1;1;B;Fertilisation;YES;YES;54,04;51,38;2,66;0,05;11,47;10,91;131;8;139;25;478,01;29,19;507,21;7/nov;;wet
Nr-us-18-XXW;Niwotridge;Niw1;1;B;OTC;YES;NO;47,93;46,1;1,83;0,04;10,6;10,2;115;32;147;25;448,86;124,9;573,76;12/nov;;
Nr-us-18-XXW;Niwotridge;Niw1;1;A;OTC;YES;NO;47,93;46,1;1,83;0,04;11,15;10,72;135;27;162;25;500,93;100,19;601,12;12/nov;;
Nr-us-21-XXW;Niwotridge;Niw1;1;A;OTC;YES;NO;50,5;46,04;4,46;0,09;10,88;9,92;312;6;318;25;1251,68;24,07;1275,75;20/nov;;
Nr-us-21-XXW;Niwotridge;Niw1;1;B;OTC;YES;NO;50,5;46,04;4,46;0,09;11,13;10,15;741;25;766;25;2905,97;98,04;3004,01;20/nov;;
Nr-us-22-XXX;Niwotridge;Niw1;1;B;Control;YES;YES;55,16;52,92;2,24;0,04;11,41;10,95;358;59;417;25;1301,41;214,48;1515,89;19/nov;;
Nr-us-22-XXX;Niwotridge;Niw1;1;A;Control;YES;YES;55,16;52,92;2,24;0,04;10,71;10,28;359;51;410;25;1390,34;197,51;1587,86;19/nov;;
Nr-us-24-XXX;Niwotridge;Niw1;1;B;Control;YES;YES;43,94;41,01;2,93;0,07;11,35;10,59;90;28;118;25;338,09;105,18;443,27;27/nov;;
Nr-us-24-XXX;Niwotridge;Niw1;1;A;Control;YES;YES;43,94;41,01;2,93;0,07;10,68;9,97;246;45;291;25;982,08;179,65;1161,73;27/nov;;
Nr-us-26-PXX;Niwotridge;Niw1;1;B;snow;NO;NO;51,29;49,41;1,88;0,04;11,36;10,94;424;5;429;25;1541,76;18,18;1559,94;7/nov;;
Nr-us-26-PXX;Niwotridge;Niw1;1;A;snow;NO;NO;51,29;49,41;1,88;0,04;11,25;10,84;471;74;545;25;1729,41;271,71;2001,12;7/nov;;
Nr-us-31-PXX;Niwotridge;Niw1;1;B;snow;NO;NO;54,24;52,5;1,74;0,03;10,57;10,23;264;68;332;25;1026,84;264,49;1291,33;20/nov;;
Nr-us-31-PXX;Niwotridge;Niw1;1;A;snow;NO;YES;54,24;52,5;1,74;0,03;11,27;10,91;771;246;1017;25;2812,57;897,4;3709,96;20/nov;;
