Label;Location;Site;Plot_replicate;Meshbag_replicate;Treatment;ITEX;NPKD;Pot+sand_wet_(g);Pot+sand_dry_(g);wet_(g);proportion_water_in_sample_(%);sample_weight_wet_(g);sample_weight_dry_(g);Hyphae_uns;Hyphae_sept;Total_hyphae;Count_strikes;Hyphal_length_uns;Hyphal_length_sept;Total_hyphal_length;lab_analyses;Meshbag_collected;Extra
Pg-it-OTC-B2;PassoGavia;Pga1;1;B;OTC;YES;NO;51,87;47,55;4,32;0,08;11,13;10,2;433;9;442;25;1688,77;35,1;1723,87;27/aug;;
Pg-it-OTC-B2-1-1yr;PassoGavia;Pga1;1;B;OTC;YES;NO;54,96;54,34;0,62;0,01;11,04;10,92;892;242;1134;25;3251,88;882,24;4134,12;24/sep;;
Pg-it-OTC-B2-1-1yr;PassoGavia;Pga1;1;A;OTC;YES;NO;54,96;54,34;0,62;0,01;11,23;11,1;1251;158;1409;25;4483,5;566,26;5049,76;24/sep;;
Pg-it-OTC-B2-2-1yr;PassoGavia;Pga1;2;A;OTC;YES;NO;63,59;59,16;4,43;0,07;11,29;10,5;139;56;195;25;526,62;212,16;738,78;23/sep;;
Pg-it-OTC-B2-2-1yr;PassoGavia;Pga1;2;B;OTC;YES;NO;63,59;59,16;4,43;0,07;11,29;10,5;666;323;989;25;2523,21;1223,72;3746,93;23/sep;;
Pg-it-OTC-B3;PassoGavia;Pga1;1;B;OTC;YES;NO;58,06;54,01;4,05;0,07;11,28;10,49;394;37;431;25;1494,18;140,32;1634,49;9/okt;;
Pg-it-OTC-B3;PassoGavia;Pga1;1;A;OTC;YES;NO;58,06;54,01;4,05;0,07;11,45;10,65;516;26;542;25;1927,79;97,14;2024,92;9/okt;;
Pg-it-OTC-B3-1-1yr;PassoGavia;Pga1;1;B;OTC;YES;NO;54,86;52,21;2,65;0,05;10,91;10,38;612;32;644;25;2345,53;122,64;2468,17;19/sep;;
Pg-it-OTC-B3-1-1yr;PassoGavia;Pga1;1;A;OTC;YES;NO;54,86;52,21;2,65;0,05;10,97;10,44;1781;24;1805;25;6788,47;91,48;6879,94;19/sep;;
Pg-it-OTC-B3-2-1yr;PassoGavia;Pga1;2;A;OTC;YES;NO;55,62;51,93;3,69;0,07;11,15;10,41;276;166;442;25;1055,02;634,54;1689,55;23/sep;;
Pg-it-OTC-B3-2-1yr;PassoGavia;Pga1;2;B;OTC;YES;NO;55,62;51,93;3,69;0,07;11,24;10,49;499;144;643;25;1892,17;546,04;2438,2;23/sep;;
Pg-it-OTC-B4;PassoGavia;Pga1;1;B;OTC;YES;NO;57,09;52,42;4,67;0,08;11,22;10,3;144;43;187;25;556,22;166,09;722,31;2/okt;;
Pg-it-OTC-B4;PassoGavia;Pga1;1;A;OTC;YES;NO;57,09;52,42;4,67;0,08;11,07;10,16;272;52;324;25;1064,87;203,58;1268,45;2/okt;;
Pg-it-OTC-B4-1-1yr;PassoGavia;Pga1;1;A;OTC;YES;NO;55,99;53,71;2,28;0,04;11,14;10,69;62;25;87;25;230,87;93,09;323,97;30/sep;;
Pg-it-OTC-B4-1-1yr;PassoGavia;Pga1;1;B;OTC;YES;NO;55,99;53,71;2,28;0,04;11,44;10,97;233;26;259;25;844,88;94,28;939,16;30/sep;;
Pg-it-OTC-B4-2-1yr;PassoGavia;Pga1;2;B;OTC;YES;NO;56;52,78;3,22;0,06;11,12;10,48;467;64;531;25;1773,14;243;2016,14;8/okt;;
Pg-it-OTC-B4-2-1yr;PassoGavia;Pga1;2;A;OTC;YES;NO;56;52,78;3,22;0,06;11,19;10,55;640;32;672;25;2414,8;120,74;2535,54;8/okt;;
Pg-it-OTC-B5;PassoGavia;Pga1;1;B;OTC;YES;NO;60,33;53,1;7,23;0,12;10,96;9,65;143;17;160;25;589,9;70,13;660,03;8/okt;;
Pg-it-OTC-B5;PassoGavia;Pga1;1;A;OTC;YES;NO;60,33;53,1;7,23;0,12;11,37;10,01;276;43;319;25;1097,49;170,99;1268,47;8/okt;;
Pg-it-OTC-B5-1-1yr;PassoGavia;Pga1;1;A;OTC;YES;NO;58,2;55,45;2,75;0,05;11,07;10,55;2934;3;2937;25;11069,96;11,32;11081,28;9/okt;;
Pg-it-OTC-B5-1-1yr;PassoGavia;Pga1;1;B;OTC;YES;NO;58,2;55,45;2,75;0,05;11,4;10,86;3841;4;3845;25;14072,56;14,66;14087,21;9/okt;;
Pg-it-OTC-B5-2- 1yr;PassoGavia;Pga1;2;A;OTC;YES;NO;59,92;56,41;3,51;0,06;11;10,36;914;63;977;25;3512,22;242,09;3754,31;14/okt;;Broken meshbag,wet
Pg-it-OTC-P1;PassoGavia;Pga2;1;B;OTC;YES;NO;55,74;52,43;3,31;0,06;10,59;9,96;113;15;128;25;451,42;59,92;511,34;27/aug;;
Pg-it-OTC-P1;PassoGavia;Pga2;1;A;OTC;YES;NO;55,74;52,43;3,31;0,06;11,46;10,78;126;33;159;25;465,14;121,82;586,96;27/aug;;
Pg-it-OTC-P2;PassoGavia;Pga2;1;A;OTC;YES;NO;56,66;53,48;3,18;0,06;11,08;10,46;83;129;212;25;315,82;490,85;806,67;28/aug;;
Pg-it-OTC-P2;PassoGavia;Pga2;1;B;OTC;YES;NO;56,66;53,48;3,18;0,06;11,44;10,8;120;42;162;25;442,23;154,78;597,02;28/aug;;
Pg-it-OTC-P3;PassoGavia;Pga2;1;A;OTC;YES;NO;54,89;49,53;5,36;0,1;10,71;9,66;23;125;148;50;47,35;257,35;304,7;12/aug;;
Pg-it-OTC-P3;PassoGavia;Pga2;1;B;OTC;YES;NO;54,89;49,53;5,36;0,1;10,77;9,72;80;97;177;50;163,79;198,59;362,38;12/aug;;
Pg-it-OTC-P4;PassoGavia;Pga2;1;A;OTC;YES;NO;54,41;54,08;0,33;0,01;10,51;10,45;8;0;8;50;15,24;0;15,24;12/aug;;
Pg-it-OTC-P4;PassoGavia;Pga2;1;B;OTC;YES;NO;54,41;54,08;0,33;0,01;11,03;10,96;28;7;35;50;50,82;12,7;63,52;12/aug;;
Pg-it-OTC-P5;PassoGavia;Pga2;1;A;OTC;YES;NO;60,31;54,55;5,76;0,1;11;9,95;292;307;599;25;1167,88;1227,87;2395,75;;;
Pg-it-OTC-P5;PassoGavia;Pga2;1;B;OTC;YES;NO;60,31;54,55;5,76;0,1;11,42;10,33;339;299;638;25;1305,99;1151,89;2457,88;;;
Pg-it-OTC-S1;PassoGavia;Pga3;1;A;OTC;YES;NO;54,53;51,87;2,66;0,05;11,48;10,92;65;261;326;25;236,87;951,11;1187,97;;;
Pg-it-OTC-S1;PassoGavia;Pga3;1;B;OTC;YES;NO;54,53;51,87;2,66;0,05;11,38;10,82;142;186;328;25;522,01;683,76;1205,77;;;
Pg-it-OTC-S2;PassoGavia;Pga3;1;A;OTC;YES;NO;56,56;53,81;2,75;0,05;11,09;10,55;313;216;529;25;1180,51;814,67;1995,18;27/aug;;
Pg-it-OTC-S2;PassoGavia;Pga3;1;B;OTC;YES;NO;56,56;53,81;2,75;0,05;10,98;10,45;668;296;964;25;2544,68;1127,58;3672,26;27/aug;;
Pg-it-OTC-S3;PassoGavia;Pga3;1;B;OTC;YES;NO;57,92;54,26;3,66;0,06;11,05;10,35;92;98;190;25;353,66;376,73;730,39;28/aug;;
Pg-it-OTC-S3;PassoGavia;Pga3;1;A;OTC;YES;NO;57,92;54,26;3,66;0,06;11,25;10,54;114;100;214;25;430,44;377,58;808,02;28/aug;;
Pg-it-OTC-S4;PassoGavia;Pga3;1;A;OTC;YES;NO;57,24;54,41;2,83;0,05;10,58;10,06;145;207;352;25;573,74;819,06;1392,8;28/aug;;
Pg-it-OTC-S4;PassoGavia;Pga3;1;B;OTC;YES;NO;57,24;54,41;2,83;0,05;10,92;10,38;267;127;394;25;1023,58;486,87;1510,45;28/aug;;roots
Pg-it-OTC-S5;PassoGavia;Pga3;1;B;OTC;YES;NO;57,11;53,23;3,88;0,07;11,15;10,39;62;113;175;25;237,4;432,68;670,09;28/aug;;
Pg-it-OTC-S5;PassoGavia;Pga3;1;A;OTC;YES;NO;57,11;53,23;3,88;0,07;11,24;10,48;83;132;215;25;315,27;501,39;816,66;28/aug;;
Po-ar-cont-1;Patagonia;Pat1;1;A;Control;NO;YES;46,17;44,71;1,46;0,03;10,79;10,45;43;135;178;25;163,76;514,14;677,9;24/okt;;
Po-ar-cont-1;Patagonia;Pat1;1;B;Control;NO;YES;46,17;44,71;1,46;0,03;10,7;10,36;117;107;224;25;449,33;410,93;860,26;24/okt;;
Po-ar-cont-2;Patagonia;Pat1;1;A;Control;NO;YES;50,05;49,5;0,55;0,01;10,54;10,42;37;199;236;25;141,24;759,67;900,91;22/okt;;
Po-ar-cont-2;Patagonia;Pat1;1;B;Control;NO;YES;50,05;49,5;0,55;0,01;10,74;10,62;58;266;324;25;217,29;996,53;1213,81;22/okt;;
Po-ar-cont-3;Patagonia;Pat1;1;A;Control;NO;YES;50,28;48,08;2,2;0,04;11,25;10,76;36;83;119;25;133,17;307,02;440,19;24/okt;;
Po-ar-cont-3;Patagonia;Pat1;1;B;Control;NO;YES;50,28;48,08;2,2;0,04;11,07;10,59;112;79;191;25;421,03;296,98;718,01;24/okt;;roots
Po-ar-drought-1;Patagonia;Pat1;1;A;Drought;NO;YES;58,07;57,41;0,66;0,01;11,03;10,9;83;114;197;25;302,89;416,01;718,9;22/okt;;
Po-ar-drought-1;Patagonia;Pat1;1;B;Drought;NO;YES;58,07;57,41;0,66;0,01;11,1;10,97;97;134;231;25;351,74;485,91;837,66;22/okt;;
Po-ar-drought-2;Patagonia;Pat1;1;B;Drought;NO;YES;47,33;45,74;1,59;0,03;11,29;10,91;79;63;142;25;288,13;229,77;517,9;24/okt;;
Po-ar-drought-2;Patagonia;Pat1;1;A;Drought;NO;YES;47,33;45,74;1,59;0,03;11,09;10,72;103;63;166;25;382,44;233,92;616,35;24/okt;;
Po-ar-drought-3;Patagonia;Pat1;1;A;Drought;NO;YES;53,29;53,16;0,13;0;10,7;10,67;5;107;112;25;18,64;398,91;417,55;22/okt;;
Po-ar-drought-3;Patagonia;Pat1;1;B;Drought;NO;YES;53,29;53,16;0,13;0;11,37;11,34;6;136;142;25;21,05;477,15;498,2;22/okt;;
Po-ar-fert-1;Patagonia;Pat1;1;B;Fertilisation;NO;YES;43,06;42,77;0,29;0,01;10,88;10,81;7;84;91;25;25,78;309,31;335,09;22/okt;;
Po-ar-fert-1;Patagonia;Pat1;1;A;Fertilisation;NO;YES;43,06;42,77;0,29;0,01;11,25;11,17;7;72;79;25;24,93;256,41;281,33;22/okt;;
Po-ar-fert-2;Patagonia;Pat1;1;A;Fertilisation;NO;YES;45,99;44,88;1,11;0,02;11,44;11,16;4;106;110;25;14,26;377,84;392,09;22/okt;;
Po-ar-fert-2;Patagonia;Pat1;1;B;Fertilisation;NO;YES;45,99;44,88;1,11;0,02;11,4;11,12;23;104;127;25;82,27;372,01;454,28;22/okt;;
Po-ar-fert-3;Patagonia;Pat1;1;B;Fertilisation;NO;YES;48,43;44,84;3,59;0,07;11,38;10,54;6;81;87;25;22,66;305,92;328,58;24/okt;;
Po-ar-fert-3;Patagonia;Pat1;1;A;Fertilisation;NO;YES;48,43;44,84;3,59;0,07;11,43;10,58;11;81;92;25;41,36;304,58;345,94;24/okt;;
Po-ar-fertxdrought-1;Patagonia;Pat1;1;A;Fertilisationxdrought;NO;YES;54,18;50,12;4,06;0,07;11,24;10,4;5;85;90;25;19,14;325,31;344,44;24/okt;;
Po-ar-fertxdrought-1;Patagonia;Pat1;1;B;Fertilisationxdrought;NO;YES;54,18;50,12;4,06;0,07;11,47;10,61;20;92;112;25;75,01;345,04;420,04;24/okt;;
Po-ar-fertxdrought-2;Patagonia;Pat1;1;B;Fertilisationxdrought;NO;YES;54,66;53,75;0,91;0,02;11,12;10,93;71;200;271;25;258,38;727,83;986,21;22/okt;;
Po-ar-fertxdrought-2;Patagonia;Pat1;1;A;Fertilisationxdrought;NO;YES;54,66;53,75;0,91;0,02;10,6;10,42;174;209;383;25;664,27;797,89;1462,16;22/okt;;
Po-ar-fertxdrought-3;Patagonia;Pat1;1;B;Fertilisationxdrought;NO;YES;56,32;53,31;3,01;0,05;10,88;10,3;3;77;80;25;11,59;297,53;309,12;24/okt;;
Po-ar-fertxdrought-3;Patagonia;Pat1;1;A;Fertilisationxdrought;NO;YES;56,32;53,31;3,01;0,05;10,88;10,3;5;75;80;25;19,32;289,8;309,12;24/okt;;
Ra-sp-cont-1-1;Ratera;Rat1;1;B;Control;YES;NO;34,71;33,81;0,9;0,03;10,69;10,41;364;167;531;25;1391,06;638,21;2029,26;;11/aug;Broken meshbag
Ra-sp-cont-1-1;Ratera;Rat1;1;A;Control;YES;NO;34,71;33,81;0,9;0,03;10,31;10,04;585;185;770;25;2318,03;733,05;3051,08;;11/aug;Broken meshbag
Ra-sp-cont-2-1;Ratera;Rat1;1;B;Control;YES;NO;42,19;39,19;3;0,07;11,11;10,32;302;42;344;25;1164,5;161,95;1326,45;27/aug;11/aug;
Ra-sp-cont-2-1;Ratera;Rat1;1;A;Control;YES;NO;42,19;39,19;3;0,07;10,38;9,64;424;153;577;25;1749,91;631,45;2381,36;27/aug;11/aug;
Ra-sp-cont-2-2;Ratera;Rat1;2;B;Control;YES;NO;11,65;10,51;1,14;0,1;10,9;9,83;367;77;444;25;1485,17;311,6;1796,77;;11/aug;Broken meshbag, roots
Ra-sp-cont-2-2;Ratera;Rat1;2;A;Control;YES;NO;11,65;10,51;1,14;0,1;11,01;9,93;499;144;643;25;1999,17;576,91;2576,08;;11/aug;Broken meshbag
Ra-sp-cont-3-1;Ratera;Rat1;1;A;Control;YES;NO;54,71;51,46;3,25;0,06;10,63;10;193;143;336;25;768,13;569,13;1337,26;27/aug;11/aug;
Ra-sp-cont-3-1;Ratera;Rat1;1;B;Control;YES;NO;54,71;51,46;3,25;0,06;11,02;10,37;218;105;323;25;836,92;403,1;1240,02;27/aug;11/aug;
Ra-sp-cont-3-2;Ratera;Rat1;2;B;Control;YES;NO;13,2;13,05;0,15;0,01;11,37;11,24;175;366;541;25;619,52;1295,68;1915,19;;11/aug;Broken meshbag, roots
Ra-sp-cont-3-2;Ratera;Rat1;2;A;Control;YES;NO;13,2;13,05;0,15;0,01;10,6;10,48;203;380;583;25;770,84;1442,96;2213,8;;11/aug;Broken meshbag
Ra-sp-cont-4-1;Ratera;Rat1;1;A;Control;YES;NO;60,98;57,23;3,75;0,06;10,93;10,26;91;80;171;25;353,02;310,35;663,36;27/aug;11/aug;
Ra-sp-cont-4-1;Ratera;Rat1;1;B;Control;YES;NO;60,98;57,23;3,75;0,06;10,51;9,86;250;13;263;25;1008,59;52,45;1061,03;27/aug;11/aug;
Ra-sp-OTC-1-1;Ratera;Rat1;1;B;OTC;YES;NO;59,54;55,03;4,51;0,08;11,15;10,31;320;226;546;25;1235,65;872,68;2108,33;;11/aug;
Ra-sp-OTC-1-1;Ratera;Rat1;1;A;OTC;YES;NO;59,54;55,03;4,51;0,08;10,87;10,05;566;441;1007;25;2241,86;1746,75;3988,61;;11/aug;
Ra-sp-OTC-2-1;Ratera;Rat1;1;B;OTC;YES;NO;55,15;52,31;2,84;0,05;11,3;10,72;13;342;355;25;48,27;1269,76;1318,02;6/sep;11/aug;
Ra-sp-OTC-2-1;Ratera;Rat1;1;A;OTC;YES;NO;55,15;52,31;2,84;0,05;11,34;10,76;184;718;902;25;680,73;2656,34;3337,08;6/sep;11/aug;
Ra-sp-OTC-2-2;Ratera;Rat1;2;A;OTC;YES;NO;11,37;11,09;0,28;0,02;10,91;10,64;301;415;716;25;1125,6;1551,9;2677,5;;11/aug;Broken meshbag
Ra-sp-OTC-2-2;Ratera;Rat1;2;B;OTC;YES;NO;11,37;11,09;0,28;0,02;10,85;10,58;409;285;694;25;1537,92;1071,66;2609,58;;11/aug;Broken meshbag
Ra-sp-OTC-3-1;Ratera;Rat1;1;A;OTC;YES;NO;25,9;23,07;2,83;0,11;10,97;9,77;51;53;104;25;207,7;215,84;423,54;6/sep;11/aug;Broken meshbag
Ra-sp-OTC-3-1;Ratera;Rat1;1;B;OTC;YES;NO;25,9;23,07;2,83;0,11;11,08;9,87;67;81;148;25;270,15;326,6;596,74;;11/aug;Broken meshbag
Ra-sp-OTC-4-2;Ratera;Rat1;2;A;OTC;YES;NO;41,05;38,54;2,51;0,06;10,79;10,13;579;87;666;25;2274,42;341,75;2616,17;;11/aug;Broken meshbag
Ra-sp-OTC-4-2;Ratera;Rat1;2;B;OTC;YES;NO;41,05;38,54;2,51;0,06;10,69;10,04;717;244;961;25;2842,86;967,44;3810,3;;11/aug;Broken meshbag
Sk-no-cont-1-3;Skjelingahaugen;Skj1;1;B;Control;YES;NO;57,07;55,04;2,03;0,04;11,14;10,74;186;50;236;25;688,92;185,19;874,11;11/sep;;
Sk-no-cont-1-3;Skjelingahaugen;Skj1;1;A;Control;YES;NO;57,07;55,04;2,03;0,04;10,65;10,27;380;102;482;25;1472,23;395,18;1867,41;11/sep;;
Sk-no-cont-2-6;Skjelingahaugen;Skj1;1;B;Control;YES;NO;40,88;39,61;1,27;0,03;11,16;10,81;162;103;265;25;596,17;379,05;975,21;11/sep;;Broken meshbag
Sk-no-cont-2-6;Skjelingahaugen;Skj1;1;A;Control;YES;NO;40,88;39,61;1,27;0,03;11,3;10,95;178;136;314;25;646,93;494,29;1141,22;11/sep;;Broken meshbag
Sk-no-cont-3-6;Skjelingahaugen;Skj1;1;B;Control;YES;NO;52,81;49,69;3,12;0,06;10,81;10,17;246;257;503;25;962,43;1005,46;1967,89;9/sep;;
Sk-no-cont-3-6;Skjelingahaugen;Skj1;1;A;Control;YES;NO;52,81;49,69;3,12;0,06;11,11;10,45;308;171;479;25;1172,45;650,94;1823,4;9/sep;;
Sk-no-cont-6-2;Skjelingahaugen;Skj1;1;B;Control;YES;NO;60,24;56,04;4,2;0,07;11,48;10,68;65;373;438;25;242,2;1389,84;1632,04;11/sep;;roots
Sk-no-cont-6-2;Skjelingahaugen;Skj1;1;A;Control;YES;NO;60,24;56,04;4,2;0,07;10,89;10,13;185;337;522;25;726,68;1323,74;2050,41;11/sep;;
Sk-no-cont-7-1;Skjelingahaugen;Skj1;1;B;Control;YES;NO;54,04;50,97;3,07;0,06;11,35;10,71;125;158;283;25;464,65;587,32;1051,97;11/sep;;
Sk-no-cont-7-1;Skjelingahaugen;Skj1;1;A;Control;YES;NO;54,04;50,97;3,07;0,06;11,5;10,85;176;276;452;25;645,7;1012,57;1658,26;11/sep;;
Sk-no-OTC-1-4;Skjelingahaugen;Skj1;1;A;OTC;YES;NO;53,07;50,39;2,68;0,05;11,24;10,67;46;32;78;25;171,52;119,32;290,83;9/sep;;
Sk-no-OTC-1-4;Skjelingahaugen;Skj1;1;B;OTC;YES;NO;53,07;50,39;2,68;0,05;11,24;10,67;165;195;360;25;615,23;727,09;1342,31;9/sep;;
Sk-no-OTC-2-1;Skjelingahaugen;Skj1;1;A;OTC;YES;NO;51,17;48,77;2,4;0,05;11,14;10,62;85;226;311;25;318,57;847,03;1165,6;9/sep;;
Sk-no-OTC-2-1;Skjelingahaugen;Skj1;1;B;OTC;YES;NO;51,17;48,77;2,4;0,05;11,2;10,67;239;1012;1251;25;890,95;3772,57;4663,52;9/sep;;
Sk-no-OTC-3-3;Skjelingahaugen;Skj1;1;A;OTC;YES;NO;48,47;47,2;1,27;0,03;11,21;10,92;317;315;632;25;1155,57;1148,28;2303,85;11/sep;;
Sk-no-OTC-3-3;Skjelingahaugen;Skj1;1;B;OTC;YES;NO;48,47;47,2;1,27;0,03;11,34;11,04;463;568;1031;25;1668,44;2046,81;3715,26;11/sep;;
Sk-no-OTC-4-2;Skjelingahaugen;Skj1;1;A;OTC;YES;NO;62,12;57,71;4,41;0,07;11,36;10,55;165;219;384;25;622,15;825,77;1447,92;11/sep;;
Sk-no-OTC-4-2;Skjelingahaugen;Skj1;1;B;OTC;YES;NO;62,12;57,71;4,41;0,07;11,4;10,59;312;87;399;25;1172,31;326,89;1499,2;11/sep;;
Sk-no-OTC-4-5;Skjelingahaugen;Skj1;1;A;OTC;YES;NO;41,59;39,77;1,82;0,04;10,82;10,35;134;196;330;25;515,37;753,83;1269,21;11/sep;;
Sk-no-OTC-4-5;Skjelingahaugen;Skj1;1;B;OTC;YES;NO;41,59;39,77;1,82;0,04;10,99;10,51;293;145;438;25;1109,47;549,06;1658,52;11/sep;;
Sk-no-OTC-6-4;Skjelingahaugen;Skj1;1;A;OTC;YES;NO;54,65;52,02;2,63;0,05;10,98;10,45;63;121;184;25;239,87;460,7;700,56;9/sep;;
Sk-no-OTC-6-4;Skjelingahaugen;Skj1;1;B;OTC;YES;NO;54,65;52,02;2,63;0,05;11,39;10,84;459;158;617;25;1684,69;579,92;2264,61;9/sep;;roots
Sk-no-OTC-7-5;Skjelingahaugen;Skj1;1;A;OTC;YES;NO;52,5;48,39;4,11;0,08;11,19;10,31;138;266;404;25;532,43;1026,28;1558,72;11/sep;;
Sk-no-OTC-7-5;Skjelingahaugen;Skj1;1;B;OTC;YES;NO;52,5;48,39;4,11;0,08;10,81;9,96;140;148;288;25;559,14;591,09;1150,22;11/sep;;
Sv-no-cont-12;Svalbard;Sva1;1;B;Control;YES;NO;63,38;58,91;4,47;0,07;10,9;10,13;0;20;20;25;0;78,56;78,56;29/nov;15/jul;
Sv-no-cont-12;Svalbard;Sva1;1;A;Control;YES;NO;63,38;58,91;4,47;0,07;11,31;10,51;2;41;43;25;7,57;155,2;162,77;29/nov;15/jul;
Sv-no-cont-23;Svalbard;Sva1;1;B;Control;YES;NO;50,07;47,48;2,59;0,05;10,76;10,2;0;25;25;25;0;97,5;97,5;26/nov;15/jul;
Sv-no-cont-23;Svalbard;Sva1;1;A;Control;YES;NO;50,07;47,48;2,59;0,05;11,38;10,79;3;30;33;25;11,06;110,63;121,69;26/nov;15/jul;
Sv-no-cont-28;Svalbard;Sva1;1;B;Control;YES;NO;48,49;46,19;2,3;0,05;10,57;10,07;0;20;20;25;0;79,04;79,04;26/nov;15/jul;
Sv-no-cont-28;Svalbard;Sva1;1;A;Control;YES;NO;48,49;46,19;2,3;0,05;11,35;10,81;5;20;25;25;18,4;73,61;92,02;26/nov;15/jul;
Sv-no-cont-29;Svalbard;Sva1;1;B;Control;YES;NO;55,09;51,85;3,24;0,06;11,28;10,62;0;11;11;25;0;41,23;41,23;26/nov;15/jul;
Sv-no-cont-29;Svalbard;Sva1;1;A;Control;YES;NO;55,09;51,85;3,24;0,06;10,85;10,21;11;46;57;25;42,86;179,25;222,12;26/nov;15/jul;
Sv-no-cont-38;Svalbard;Sva1;1;B;Control;YES;NO;52,63;50,53;2,1;0,04;11,32;10,87;6;18;24;25;21,97;65,91;87,87;27/nov;15/jul;
Sv-no-cont-38;Svalbard;Sva1;1;A;Control;YES;NO;52,63;50,53;2,1;0,04;11,24;10,79;11;12;23;25;40,56;44,25;84,81;27/nov;15/jul;
Sv-no-cont-40;Svalbard;Sva1;1;A;Control;YES;NO;40,52;37,17;3,35;0,08;11,08;10,16;5;49;54;25;19,58;191,84;211,42;26/nov;15/jul;
Sv-no-cont-40;Svalbard;Sva1;1;B;Control;YES;NO;40,52;37,17;3,35;0,08;11,05;10,14;6;37;43;25;23,55;145,25;168,81;26/nov;15/jul;
Sv-no-cont-46;Svalbard;Sva1;1;A;Control;YES;NO;55,44;50,45;4,99;0,09;10,16;9,25;7;8;15;25;30,13;34,43;64,56;2/dec;15/jul;
Sv-no-cont-46;Svalbard;Sva1;1;B;Control;YES;NO;55,44;50,45;4,99;0,09;8,96;8,15;18;8;26;25;87,85;39,04;126,89;2/dec;15/jul;
Sv-no-cont-49;Svalbard;Sva1;1;A;Control;YES;NO;54,13;50,76;3,37;0,06;11,44;10,73;3;40;43;25;11,13;148,38;159,5;27/nov;15/jul;
Sv-no-cont-49;Svalbard;Sva1;1;B;Control;YES;NO;54,13;50,76;3,37;0,06;10,7;10,03;11;50;61;25;43,63;198,3;241,92;27/nov;15/jul;
Sv-no-cont-6;Svalbard;Sva1;1;B;Control;YES;NO;56,13;54,25;1,88;0,03;10,75;10,39;2;38;40;25;7,66;145,54;153,2;26/nov;15/jul;
Sv-no-cont-6;Svalbard;Sva1;1;A;Control;YES;NO;56,13;54,25;1,88;0,03;10,81;10,45;15;24;39;25;57,13;91,41;148,54;26/nov;15/jul;
Sv-no-cont-8;Svalbard;Sva1;1;A;Control;YES;NO;32,55;29,48;3,07;0,09;10,99;9,95;0;60;60;25;0;239,88;239,88;26/nov;15/jul;
Sv-no-cont-8;Svalbard;Sva1;1;B;Control;YES;NO;32,55;29,48;3,07;0,09;10,85;9,83;5;88;93;25;20,25;356,36;376,61;26/nov;15/jul;
Sv-no-OTC-1;Svalbard;Sva1;1;B;OTC;YES;NO;58,28;54,56;3,72;0,06;11,38;10,65;0;13;13;25;0;48,56;48,56;26/nov;15/jul;Broken meshbag
Sv-no-OTC-1;Svalbard;Sva1;1;A;OTC;YES;NO;58,28;54,56;3,72;0,06;11,06;10,35;14;1;15;25;53,81;3,84;57,65;26/nov;15/jul;Broken meshbag
Sv-no-OTC-12;Svalbard;Sva1;1;A;OTC;YES;NO;60,37;56,68;3,69;0,06;10,96;10,29;5;90;95;25;19,34;348,05;367,38;27/nov;15/jul;
Sv-no-OTC-12;Svalbard;Sva1;1;B;OTC;YES;NO;60,37;56,68;3,69;0,06;10,7;10,05;18;54;72;25;71,3;213,9;285,2;27/nov;15/jul;
Sv-no-OTC-18;Svalbard;Sva1;1;B;OTC;YES;NO;59,03;52,56;6,47;0,11;11,28;10,04;1;29;30;25;3,96;114,9;118,86;26/nov;15/jul;
Sv-no-OTC-18;Svalbard;Sva1;1;A;OTC;YES;NO;59,03;52,56;6,47;0,11;11,47;10,21;14;27;41;25;54,55;105,2;159,75;26/nov;15/jul;
Sv-no-OTC-22;Svalbard;Sva1;1;B;OTC;YES;NO;55,61;52,64;2,97;0,05;11,06;10,47;0;49;49;25;0;186,25;186,25;29/nov;15/jul;
Sv-no-OTC-22;Svalbard;Sva1;1;A;OTC;YES;NO;55,61;52,64;2,97;0,05;11,21;10,61;5;35;40;25;18,75;131,25;150;29/nov;15/jul;
Sv-no-OTC-23;Svalbard;Sva1;1;B;OTC;YES;NO;40,07;37,96;2,11;0,05;11,27;10,68;12;20;32;25;44,73;74,54;119,27;27/nov;15/jul;
Sv-no-OTC-23;Svalbard;Sva1;1;A;OTC;YES;NO;40,07;37,96;2,11;0,05;10,63;10,07;63;32;95;25;248,95;126,45;375,4;27/nov;15/jul;
Sv-no-OTC-28;Svalbard;Sva1;1;B;OTC;YES;NO;53,59;49,32;4,27;0,08;11,16;10,27;0;48;48;25;0;185,97;185,97;26/nov;15/jul;
Sv-no-OTC-28;Svalbard;Sva1;1;A;OTC;YES;NO;53,59;49,32;4,27;0,08;11,26;10,36;6;19;25;25;23,04;72,96;96;26/nov;15/jul;
Sv-no-OTC-29;Svalbard;Sva1;1;B;OTC;YES;NO;51,59;48,18;3,41;0,07;10,72;10,01;0;37;37;25;0;147,07;147,07;29/nov;15/jul;
Sv-no-OTC-29;Svalbard;Sva1;1;A;OTC;YES;NO;51,59;48,18;3,41;0,07;11,02;10,29;25;124;149;25;96,67;479,46;576,12;29/nov;15/jul;
Sv-no-OTC-35;Svalbard;Sva1;1;A;OTC;YES;NO;59,07;52,15;6,92;0,12;10,8;9,53;21;22;43;25;87,64;91,82;179,46;26/nov;15/jul;
Sv-no-OTC-35;Svalbard;Sva1;1;B;OTC;YES;NO;59,07;52,15;6,92;0,12;11,04;9,75;22;88;110;25;89,82;359,28;449,11;26/nov;15/jul;
