Label;Location;Site;Plot_replicate;Meshbag_replicate;Treatment;ITEX;NPKD;Hyphal_length_uns;Hyphal_length_sept;Total_hyphal_length
Pg-it-OTC-B4-1-1yr;PassoGavia;Pga1;1;B;OTC;YES;NO;844,88;94,28;939,16
Pg-it-OTC-B4-2-1yr;PassoGavia;Pga1;2;A;OTC;YES;NO;2414,8;120,74;2535,54
Pg-it-OTC-B4-2-1yr;PassoGavia;Pga1;2;B;OTC;YES;NO;1773,14;243;2016,14
Pg-it-OTC-B5;PassoGavia;Pga1;1;A;OTC;YES;NO;1097,49;170,99;1268,47
Pg-it-OTC-B5;PassoGavia;Pga1;1;B;OTC;YES;NO;589,9;70,13;660,03
Pg-it-OTC-B5-1-1yr;PassoGavia;Pga1;1;A;OTC;YES;NO;11069,96;11,32;11081,28
Pg-it-OTC-B5-1-1yr;PassoGavia;Pga1;1;B;OTC;YES;NO;14072,56;14,66;14087,21
Pg-it-OTC-B5-2- 1yr;PassoGavia;Pga1;2;A;OTC;YES;NO;3512,22;242,09;3754,31
Pg-it-OTC-P1;PassoGavia;Pga2;1;A;OTC;YES;NO;465,14;121,82;586,96
Pg-it-OTC-P1;PassoGavia;Pga2;1;B;OTC;YES;NO;451,42;59,92;511,34
Pg-it-OTC-P2;PassoGavia;Pga2;1;A;OTC;YES;NO;315,82;490,85;806,67
Pg-it-OTC-P2;PassoGavia;Pga2;1;B;OTC;YES;NO;442,23;154,78;597,02
Pg-it-OTC-P3;PassoGavia;Pga2;1;A;OTC;YES;NO;47,35;257,35;304,7
Pg-it-OTC-P3;PassoGavia;Pga2;1;B;OTC;YES;NO;163,79;198,59;362,38
Pg-it-OTC-P4;PassoGavia;Pga2;1;A;OTC;YES;NO;15,24;0;15,24
Pg-it-OTC-P4;PassoGavia;Pga2;1;B;OTC;YES;NO;50,82;12,7;63,52
Pg-it-OTC-P5;PassoGavia;Pga2;1;A;OTC;YES;NO;1167,88;1227,87;2395,75
Pg-it-OTC-P5;PassoGavia;Pga2;1;B;OTC;YES;NO;1305,99;1151,89;2457,88
Pg-it-OTC-S1;PassoGavia;Pga3;1;A;OTC;YES;NO;236,87;951,11;1187,97
Pg-it-OTC-S1;PassoGavia;Pga3;1;B;OTC;YES;NO;522,01;683,76;1205,77
Pg-it-OTC-S2;PassoGavia;Pga3;1;A;OTC;YES;NO;1180,51;814,67;1995,18
Pg-it-OTC-S2;PassoGavia;Pga3;1;B;OTC;YES;NO;2544,68;1127,58;3672,26
Pg-it-OTC-S3;PassoGavia;Pga3;1;A;OTC;YES;NO;430,44;377,58;808,02
Pg-it-OTC-S3;PassoGavia;Pga3;1;B;OTC;YES;NO;353,66;376,73;730,39
Pg-it-OTC-S4;PassoGavia;Pga3;1;A;OTC;YES;NO;573,74;819,06;1392,8
Pg-it-OTC-S4;PassoGavia;Pga3;1;B;OTC;YES;NO;1023,58;486,87;1510,45
Pg-it-OTC-S5;PassoGavia;Pga3;1;A;OTC;YES;NO;315,27;501,39;816,66
Pg-it-OTC-S5;PassoGavia;Pga3;1;B;OTC;YES;NO;237,4;432,68;670,09
Ra-sp-cont-1-1;Ratera;Rat1;1;A;Control;YES;NO;2318,03;733,05;3051,08
Ra-sp-cont-1-1;Ratera;Rat1;1;B;Control;YES;NO;1391,06;638,21;2029,26
Ra-sp-cont-2-1;Ratera;Rat1;1;A;Control;YES;NO;1749,91;631,45;2381,36
Ra-sp-cont-2-1;Ratera;Rat1;1;B;Control;YES;NO;1164,5;161,95;1326,45
Ra-sp-cont-2-2;Ratera;Rat1;2;A;Control;YES;NO;1999,17;576,91;2576,08
Ra-sp-cont-2-2;Ratera;Rat1;2;B;Control;YES;NO;1485,17;311,6;1796,77
Ra-sp-cont-3-1;Ratera;Rat1;1;A;Control;YES;NO;768,13;569,13;1337,26
Ra-sp-cont-3-1;Ratera;Rat1;1;B;Control;YES;NO;836,92;403,1;1240,02
Ra-sp-cont-3-2;Ratera;Rat1;2;A;Control;YES;NO;770,84;1442,96;2213,8
Ra-sp-cont-3-2;Ratera;Rat1;2;B;Control;YES;NO;619,52;1295,68;1915,19
Ra-sp-cont-4-1;Ratera;Rat1;1;A;Control;YES;NO;353,02;310,35;663,36
Ra-sp-cont-4-1;Ratera;Rat1;1;B;Control;YES;NO;1008,59;52,45;1061,03
Ra-sp-OTC-1-1;Ratera;Rat1;1;A;OTC;YES;NO;2241,86;1746,75;3988,61
Ra-sp-OTC-1-1;Ratera;Rat1;1;B;OTC;YES;NO;1235,65;872,68;2108,33
Ra-sp-OTC-2-1;Ratera;Rat1;1;A;OTC;YES;NO;680,73;2656,34;3337,08
Ra-sp-OTC-2-1;Ratera;Rat1;1;B;OTC;YES;NO;48,27;1269,76;1318,02
Ra-sp-OTC-2-2;Ratera;Rat1;2;A;OTC;YES;NO;1125,6;1551,9;2677,5
Ra-sp-OTC-2-2;Ratera;Rat1;2;B;OTC;YES;NO;1537,92;1071,66;2609,58
Ra-sp-OTC-3-1;Ratera;Rat1;1;A;OTC;YES;NO;207,7;215,84;423,54
Ra-sp-OTC-3-1;Ratera;Rat1;1;B;OTC;YES;NO;270,15;326,6;596,74
Ra-sp-OTC-4-2;Ratera;Rat1;2;A;OTC;YES;NO;2274,42;341,75;2616,17
Ra-sp-OTC-4-2;Ratera;Rat1;2;B;OTC;YES;NO;2842,86;967,44;3810,3
Sk-no-cont-1-3;Skjelingahaugen;Skj1;1;A;Control;YES;NO;1472,23;395,18;1867,41
Sk-no-cont-1-3;Skjelingahaugen;Skj1;1;B;Control;YES;NO;688,92;185,19;874,11
Sk-no-cont-2-6;Skjelingahaugen;Skj1;1;A;Control;YES;NO;646,93;494,29;1141,22
Sk-no-cont-2-6;Skjelingahaugen;Skj1;1;B;Control;YES;NO;596,17;379,05;975,21
Sk-no-cont-3-6;Skjelingahaugen;Skj1;1;A;Control;YES;NO;1172,45;650,94;1823,4
Sk-no-cont-3-6;Skjelingahaugen;Skj1;1;B;Control;YES;NO;962,43;1005,46;1967,89
Sk-no-cont-6-2;Skjelingahaugen;Skj1;1;A;Control;YES;NO;726,68;1323,74;2050,41
Sk-no-cont-6-2;Skjelingahaugen;Skj1;1;B;Control;YES;NO;242,2;1389,84;1632,04
Sk-no-cont-7-1;Skjelingahaugen;Skj1;1;A;Control;YES;NO;645,7;1012,57;1658,26
Sk-no-cont-7-1;Skjelingahaugen;Skj1;1;B;Control;YES;NO;464,65;587,32;1051,97
Sk-no-OTC-1-4;Skjelingahaugen;Skj1;1;A;OTC;YES;NO;171,52;119,32;290,83
Sk-no-OTC-1-4;Skjelingahaugen;Skj1;1;B;OTC;YES;NO;615,23;727,09;1342,31
Sk-no-OTC-2-1;Skjelingahaugen;Skj1;1;A;OTC;YES;NO;318,57;847,03;1165,6
Sk-no-OTC-2-1;Skjelingahaugen;Skj1;1;B;OTC;YES;NO;890,95;3772,57;4663,52
Sk-no-OTC-3-3;Skjelingahaugen;Skj1;1;A;OTC;YES;NO;1155,57;1148,28;2303,85
Sk-no-OTC-3-3;Skjelingahaugen;Skj1;1;B;OTC;YES;NO;1668,44;2046,81;3715,26
Sk-no-OTC-4-2;Skjelingahaugen;Skj1;1;A;OTC;YES;NO;622,15;825,77;1447,92
Sk-no-OTC-4-2;Skjelingahaugen;Skj1;1;B;OTC;YES;NO;1172,31;326,89;1499,2
Sk-no-OTC-4-5;Skjelingahaugen;Skj1;1;A;OTC;YES;NO;515,37;753,83;1269,21
Sk-no-OTC-4-5;Skjelingahaugen;Skj1;1;B;OTC;YES;NO;1109,47;549,06;1658,52
Sk-no-OTC-6-4;Skjelingahaugen;Skj1;1;A;OTC;YES;NO;239,87;460,7;700,56
Sk-no-OTC-6-4;Skjelingahaugen;Skj1;1;B;OTC;YES;NO;1684,69;579,92;2264,61
Sk-no-OTC-7-5;Skjelingahaugen;Skj1;1;A;OTC;YES;NO;532,43;1026,28;1558,72
Sk-no-OTC-7-5;Skjelingahaugen;Skj1;1;B;OTC;YES;NO;559,14;591,09;1150,22
Sv-no-cont-12;Svalbard;Sva1;1;A;Control;YES;NO;7,57;155,2;162,77
Sv-no-cont-12;Svalbard;Sva1;1;B;Control;YES;NO;0;78,56;78,56
Sv-no-cont-23;Svalbard;Sva1;1;A;Control;YES;NO;11,06;110,63;121,69
Sv-no-cont-23;Svalbard;Sva1;1;B;Control;YES;NO;0;97,5;97,5
Sv-no-cont-28;Svalbard;Sva1;1;A;Control;YES;NO;18,4;73,61;92,02
Sv-no-cont-28;Svalbard;Sva1;1;B;Control;YES;NO;0;79,04;79,04
Sv-no-cont-29;Svalbard;Sva1;1;A;Control;YES;NO;42,86;179,25;222,12
Sv-no-cont-29;Svalbard;Sva1;1;B;Control;YES;NO;0;41,23;41,23
Sv-no-cont-38;Svalbard;Sva1;1;A;Control;YES;NO;40,56;44,25;84,81
Sv-no-cont-38;Svalbard;Sva1;1;B;Control;YES;NO;21,97;65,91;87,87
Sv-no-cont-40;Svalbard;Sva1;1;A;Control;YES;NO;19,58;191,84;211,42
Sv-no-cont-40;Svalbard;Sva1;1;B;Control;YES;NO;23,55;145,25;168,81
Sv-no-cont-46;Svalbard;Sva1;1;A;Control;YES;NO;30,13;34,43;64,56
Sv-no-cont-46;Svalbard;Sva1;1;B;Control;YES;NO;87,85;39,04;126,89
Sv-no-cont-49;Svalbard;Sva1;1;A;Control;YES;NO;11,13;148,38;159,5
Sv-no-cont-49;Svalbard;Sva1;1;B;Control;YES;NO;43,63;198,3;241,92
Sv-no-cont-6;Svalbard;Sva1;1;A;Control;YES;NO;57,13;91,41;148,54
Sv-no-cont-6;Svalbard;Sva1;1;B;Control;YES;NO;7,66;145,54;153,2
Sv-no-cont-8;Svalbard;Sva1;1;A;Control;YES;NO;0;239,88;239,88
Sv-no-cont-8;Svalbard;Sva1;1;B;Control;YES;NO;20,25;356,36;376,61
Sv-no-OTC-1;Svalbard;Sva1;1;A;OTC;YES;NO;53,81;3,84;57,65
Sv-no-OTC-1;Svalbard;Sva1;1;B;OTC;YES;NO;0;48,56;48,56
Sv-no-OTC-12;Svalbard;Sva1;1;A;OTC;YES;NO;19,34;348,05;367,38
Sv-no-OTC-12;Svalbard;Sva1;1;B;OTC;YES;NO;71,3;213,9;285,2
Sv-no-OTC-18;Svalbard;Sva1;1;A;OTC;YES;NO;54,55;105,2;159,75
Sv-no-OTC-18;Svalbard;Sva1;1;B;OTC;YES;NO;3,96;114,9;118,86
Sv-no-OTC-22;Svalbard;Sva1;1;A;OTC;YES;NO;18,75;131,25;150
Sv-no-OTC-22;Svalbard;Sva1;1;B;OTC;YES;NO;0;186,25;186,25
Sv-no-OTC-23;Svalbard;Sva1;1;A;OTC;YES;NO;248,95;126,45;375,4
Sv-no-OTC-23;Svalbard;Sva1;1;B;OTC;YES;NO;44,73;74,54;119,27
Sv-no-OTC-28;Svalbard;Sva1;1;A;OTC;YES;NO;23,04;72,96;96
Sv-no-OTC-28;Svalbard;Sva1;1;B;OTC;YES;NO;0;185,97;185,97
Sv-no-OTC-29;Svalbard;Sva1;1;A;OTC;YES;NO;96,67;479,46;576,12
Sv-no-OTC-29;Svalbard;Sva1;1;B;OTC;YES;NO;0;147,07;147,07
Sv-no-OTC-35;Svalbard;Sva1;1;A;OTC;YES;NO;87,64;91,82;179,46
Sv-no-OTC-35;Svalbard;Sva1;1;B;OTC;YES;NO;89,82;359,28;449,11
Sv-no-OTC-38;Svalbard;Sva1;1;A;OTC;YES;NO;85,18;58,07;143,25
Sv-no-OTC-38;Svalbard;Sva1;1;B;OTC;YES;NO;0;143,98;143,98
Sv-no-OTC-40;Svalbard;Sva1;1;A;OTC;YES;NO;135,58;315,02;450,6
Sv-no-OTC-40;Svalbard;Sva1;1;B;OTC;YES;NO;31,36;76,17;107,53
Sv-no-OTC-46;Svalbard;Sva1;1;A;OTC;YES;NO;0;241,78;241,78
Sv-no-OTC-46;Svalbard;Sva1;1;B;OTC;YES;NO;56,76;344,37;401,14
Sv-no-OTC-49;Svalbard;Sva1;1;A;OTC;YES;NO;28,41;8566,53;8594,94
Sv-no-OTC-49;Svalbard;Sva1;1;B;OTC;YES;NO;0;4462,68;4462,68
Sv-no-OTC-6;Svalbard;Sva1;1;A;OTC;YES;NO;71,85;158,82;230,66
Sv-no-OTC-6;Svalbard;Sva1;1;B;OTC;YES;NO;28,56;338,63;367,19
Sv-no-OTC-8;Svalbard;Sva1;1;A;OTC;YES;NO;0;112,75;112,75
Sv-no-OTC-8;Svalbard;Sva1;1;B;OTC;YES;NO;42,7;52,19;94,89
Ul-no-cont-2-4;Ulvhaugen;Ulv1;1;A;Control;YES;NO;1047,09;3800,98;4848,06
Ul-no-cont-2-4;Ulvhaugen;Ulv1;1;B;Control;YES;NO;246,8;8954,25;9201,05
Ul-no-cont-3-4;Ulvhaugen;Ulv1;1;A;Control;YES;NO;346;583,88;929,88
Ul-no-cont-3-4;Ulvhaugen;Ulv1;1;B;Control;YES;NO;315,69;427,11;742,8
Ul-no-cont-4-5;Ulvhaugen;Ulv1;1;A;Control;YES;NO;580,04;644,49;1224,53
Ul-no-cont-4-5;Ulvhaugen;Ulv1;1;B;Control;YES;NO;1587,01;817,22;2404,23
Ul-no-cont-5-5;Ulvhaugen;Ulv1;1;A;Control;YES;NO;570,13;649,42;1219,55
Ul-no-cont-5-5;Ulvhaugen;Ulv1;1;B;Control;YES;NO;416,53;480;896,53
Ul-no-cont-6-2;Ulvhaugen;Ulv1;1;A;Control;YES;NO;184,85;686,58;871,42
Ul-no-cont-6-2;Ulvhaugen;Ulv1;1;B;Control;YES;NO;88,8;5826,12;5914,92
Ul-no-cont-7-6;Ulvhaugen;Ulv1;1;A;Control;YES;NO;274,35;353,27;627,62
Ul-no-cont-7-6;Ulvhaugen;Ulv1;1;B;Control;YES;NO;1463,99;530,26;1994,25
Ul-no-OTC-1-3;Ulvhaugen;Ulv1;1;A;OTC;YES;NO;1015,99;167,39;1183,38
Ul-no-OTC-1-3;Ulvhaugen;Ulv1;1;B;OTC;YES;NO;291,8;23,98;315,79
Ul-no-OTC-3-2;Ulvhaugen;Ulv1;1;A;OTC;YES;NO;761,45;5847,62;6609,07
Ul-no-OTC-3-2;Ulvhaugen;Ulv1;1;B;OTC;YES;NO;1603,1;4868,12;6471,21
Ul-no-OTC-4-2;Ulvhaugen;Ulv1;1;A;OTC;YES;NO;3929,36;1044,61;4973,97
Ul-no-OTC-4-2;Ulvhaugen;Ulv1;1;B;OTC;YES;NO;6433,33;547,82;6981,16
Ul-no-OTC-5-2;Ulvhaugen;Ulv1;1;A;OTC;YES;NO;1839,6;79,82;1919,42
Ul-no-OTC-5-2;Ulvhaugen;Ulv1;1;B;OTC;YES;NO;557,83;883,24;1441,07
Ul-no-OTC-6-4;Ulvhaugen;Ulv1;1;A;OTC;YES;NO;706,15;1094,72;1800,87
Ul-no-OTC-6-4;Ulvhaugen;Ulv1;1;B;OTC;YES;NO;184,01;1169,02;1353,03
Ul-no-OTC-7-2;Ulvhaugen;Ulv1;1;A;OTC;YES;NO;562,4;427,74;990,14
Ul-no-OTC-7-2;Ulvhaugen;Ulv1;1;B;OTC;YES;NO;120,97;555,69;676,66
Ul-sp-cont-1-1;Ulldeter;Ull1;1;A;Control;YES;NO;24,45;7994,51;8018,96
Ul-sp-cont-1-1;Ulldeter;Ull1;1;B;Control;YES;NO;361,26;381,11;742,37
Ul-sp-cont-1-2;Ulldeter;Ull1;2;A;Control;YES;NO;3160,66;3160,66;3160,66
Ul-sp-cont-1-2;Ulldeter;Ull1;2;B;Control;YES;NO;288,9;4677,89;4966,78
Ul-sp-cont-2-1;Ulldeter;Ull1;1;A;Control;YES;NO;3904,08;761,58;4665,66
Ul-sp-cont-2-1;Ulldeter;Ull1;1;B;Control;YES;NO;1333,59;89,91;1423,5
Ul-sp-cont-2-2;Ulldeter;Ull1;2;A;Control;YES;NO;10575,28;611,38;11186,67
Ul-sp-cont-2-2;Ulldeter;Ull1;2;B;Control;YES;NO;7638,72;410,81;8049,53
Ul-sp-cont-3-1;Ulldeter;Ull1;1;A;Control;YES;NO;444,92;5657,95;6102,87
Ul-sp-cont-3-1;Ulldeter;Ull1;1;B;Control;YES;NO;905,52;2149,26;3054,78
Ul-sp-cont-4-1;Ulldeter;Ull1;1;A;Control;YES;NO;1487,41;322,09;1809,5
Ul-sp-cont-4-1;Ulldeter;Ull1;1;B;Control;YES;NO;1644,39;468,25;2112,64
Ul-sp-cont-4-2;Ulldeter;Ull1;2;A;Control;YES;NO;453,74;382,49;836,24
Ul-sp-cont-4-2;Ulldeter;Ull1;2;B;Control;YES;NO;3567,99;878,9;4446,89
Ul-sp-OTC-1-1;Ulldeter;Ull1;1;A;OTC;YES;NO;761,25;591,19;1352,44
Ul-sp-OTC-1-2;Ulldeter;Ull1;2;A;OTC;YES;NO;637,29;357,78;995,07
Ul-sp-OTC-1-2;Ulldeter;Ull1;2;B;OTC;YES;NO;692;299,74;991,75
Ul-sp-OTC-2-2;Ulldeter;Ull1;2;A;OTC;YES;NO;1346,94;960,52;2307,46
Ul-sp-OTC-2-2;Ulldeter;Ull1;2;B;OTC;YES;NO;1202,74;366,22;1568,96
Ul-sp-OTC-3-1;Ulldeter;Ull1;1;A;OTC;YES;NO;303,23;5753,77;6057
Ul-sp-OTC-3-1;Ulldeter;Ull1;1;B;OTC;YES;NO;238,81;5285,15;5523,96
Ul-sp-OTC-3-2;Ulldeter;Ull1;2;A;OTC;YES;NO;258,37;5475,2;5733,57
Ul-sp-OTC-3-2;Ulldeter;Ull1;2;B;OTC;YES;NO;405,67;1161,34;1567,02
Ul-sp-OTC-4-1;Ulldeter;Ull1;1;A;OTC;YES;NO;471,22;349,73;820,95
Ul-sp-OTC-4-1;Ulldeter;Ull1;1;B;OTC;YES;NO;277,42;353,42;630,84
Vb-ch-cont-1;Valbercla;ValB1;1;A;Control;YES;NO;1421,41;170,12;1591,52
Vb-ch-cont-1;Valbercla;ValB1;1;B;Control;YES;NO;1506,48;22,91;1529,39
Vb-ch-cont-2;Valbercla;ValB1;1;A;Control;YES;NO;311,63;1019,54;1331,18
Vb-ch-cont-2;Valbercla;ValB1;1;B;Control;YES;NO;1314,26;54,6;1368,86
Vb-ch-cont-4;Valbercla;ValB1;1;A;Control;YES;NO;326,72;4128,88;4455,6
Vb-ch-cont-4;Valbercla;ValB1;1;B;Control;YES;NO;342,12;1022,31;1364,43
Vb-ch-cont-6;Valbercla;ValB1;1;A;Control;YES;NO;1280,45;2069,3;3349,75
Vb-ch-cont-6;Valbercla;ValB1;1;B;Control;YES;NO;1016,76;3398,3;4415,05
Vb-ch-cont-8;Valbercla;ValB1;1;A;Control;YES;NO;422,82;194,86;617,68
Vb-ch-cont-8;Valbercla;ValB1;1;B;Control;YES;NO;5695,3;1676,65;7371,95
Vb-ch-OTC-1;Valbercla;ValB1;1;A;OTC;YES;NO;572,91;1690,48;2263,39
Vb-ch-OTC-1;Valbercla;ValB1;1;B;OTC;YES;NO;1186,68;1344,38;2531,06
Vb-ch-OTC-2;Valbercla;ValB1;1;A;OTC;YES;NO;455,26;171,94;627,2
Vb-ch-OTC-2;Valbercla;ValB1;1;B;OTC;YES;NO;1076,73;188,62;1265,36
Vb-ch-OTC-4;Valbercla;ValB1;1;A;OTC;YES;NO;418,51;1322,24;1740,74
Vb-ch-OTC-4;Valbercla;ValB1;1;B;OTC;YES;NO;1111,55;3434,65;4546,21
Vb-ch-OTC-6;Valbercla;ValB1;1;A;OTC;YES;NO;384,21;3473,91;3858,12
Vb-ch-OTC-6;Valbercla;ValB1;1;B;OTC;YES;NO;303,32;2452,19;2755,51
Vb-ch-OTC-8;Valbercla;ValB1;1;A;OTC;YES;NO;443,37;3466,34;3909,71
Vb-ch-OTC-8;Valbercla;ValB1;1;B;OTC;YES;NO;604,81;3152,55;3757,36
Wh-ch-cont-1-2;Davos;Wah1;1;A;Control;YES;NO;148,94;748,61;897,55
Wh-ch-cont-1-2;Davos;Wah1;1;B;Control;YES;NO;1377,46;1046,07;2423,53
Wh-ch-cont-2-4;Davos;Wah1;1;A;Control;YES;NO;164,58;367,43;532,01
Wh-ch-cont-2-4;Davos;Wah1;1;B;Control;YES;NO;275,83;264,65;540,48
Wh-ch-cont-4-4;Davos;Wah1;1;A;Control;YES;NO;254,75;648,1;902,85
Wh-ch-cont-4-4;Davos;Wah1;1;B;Control;YES;NO;79,53;314,33;393,86
Wh-ch-cont-7-2;Davos;Wah1;1;A;Control;YES;NO;494,98;438;932,98
Wh-ch-cont-7-2;Davos;Wah1;1;B;Control;YES;NO;93,74;179,97;273,71
Wh-ch-OTC-1-1;Davos;Wah1;1;A;OTC;YES;NO;1048,49;99,86;1148,35
Wh-ch-OTC-1-1;Davos;Wah1;1;B;OTC;YES;NO;992,51;513,63;1506,14
Wh-ch-OTC-2-2;Davos;Wah1;1;A;OTC;YES;NO;102,71;2640,12;2742,84
Wh-ch-OTC-2-2;Davos;Wah1;1;B;OTC;YES;NO;580,09;1604,92;2185,01
Wh-ch-OTC-2-4;Davos;Wah1;1;A;OTC;YES;NO;194,22;392,17;586,38
Wh-ch-OTC-2-4;Davos;Wah1;1;B;OTC;YES;NO;358,06;96,25;454,31
Wh-ch-OTC-5-4;Davos;Wah1;1;A;OTC;YES;NO;78,89;2879,37;2958,25
Wh-ch-OTC-5-4;Davos;Wah1;1;B;OTC;YES;NO;82,14;2651,81;2733,94
Wh-ch-OTC-7-2;Davos;Wah1;1;A;OTC;YES;NO;345,54;984,05;1329,6
Wh-ch-OTC-7-2;Davos;Wah1;1;B;OTC;YES;NO;172,3;1072,07;1244,37
Wl-ch-1-2 WC;Davos;Wal1;1;A;OTC;YES;NO;1310,39;125,15;1435,54
Wl-ch-1-2 WC;Davos;Wal1;1;B;OTC;YES;NO;1830,03;112,62;1942,65
Wl-ch-3-2-WC;Davos;Wal1;1;A;OTC;YES;NO;743,85;704,13;1447,97
Wl-ch-3-2-WC;Davos;Wal1;1;B;OTC;YES;NO;661,22;484,38;1145,6
Wl-ch-4-3-WC;Davos;Wal1;1;A;OTC;YES;NO;30,1;323,57;353,66
Wl-ch-4-3-WC;Davos;Wal1;1;B;OTC;YES;NO;3003,01;2966,12;5969,13
Wl-ch-6-3WC;Davos;Wal1;1;A;OTC;YES;NO;424,3;614,13;1038,43
Wl-ch-6-3WC;Davos;Wal1;1;B;OTC;YES;NO;733,53;965,17;1698,71
Wl-ch-7-4-WC;Davos;Wal1;1;A;OTC;YES;NO;12946,76;442,26;13389,01
Wl-ch-7-4-WC;Davos;Wal1;1;B;OTC;YES;NO;18199,95;1830,98;20030,93
Wl-ch-cont-1-3;Davos;Wal1;1;A;Control;YES;NO;638,37;619,71;1258,08
Wl-ch-cont-1-3;Davos;Wal1;1;B;Control;YES;NO;427,81;1080,99;1508,8
Wl-ch-cont-3-1;Davos;Wal1;1;A;Control;YES;NO;793,23;253,39;1046,62
Wl-ch-cont-3-1;Davos;Wal1;1;B;Control;YES;NO;1053,11;209,89;1263
Wl-ch-cont-4-4;Davos;Wal1;1;A;Control;YES;NO;6098,95;848,88;6947,83
Wl-ch-cont-4-4;Davos;Wal1;1;B;Control;YES;NO;16996,77;6340;23336,78
Wl-ch-cont-7-2;Davos;Wal1;1;A;Control;YES;NO;403,54;708,91;1112,45
Wl-ch-cont-7-2;Davos;Wal1;1;B;Control;YES;NO;773,92;770,26;1544,18
Yk-lo-T22AFO;Yukon;Yuk1;1;A;Control;YES;NO;11,1;140,59;151,69
Yk-lo-T22AFO;Yukon;Yuk1;1;B;Control;YES;NO;73,98;151,84;225,82
Yk-lo-T22WFO;Yukon;Yuk1;1;A;OTC;YES;NO;338,84;43,34;382,18
Yk-lo-T22WFO;Yukon;Yuk1;1;B;OTC;YES;NO;64,86;106,82;171,68
Yk-lo-T23AFO;Yukon;Yuk1;1;A;Control;YES;NO;171,53;362,11;533,64
Yk-lo-T23AFO;Yukon;Yuk1;1;B;Control;YES;NO;464,25;300,83;765,08
Yk-lo-T23WFO;Yukon;Yuk1;1;A;OTC;YES;NO;218,64;138,09;356,73
Yk-lo-T23WFO;Yukon;Yuk1;1;B;OTC;YES;NO;56,08;224,33;280,42
Yk-lo-T24AFO;Yukon;Yuk1;1;A;Control;YES;NO;78,22;54,76;132,98
Yk-lo-T24AFO;Yukon;Yuk1;1;B;Control;YES;NO;108,92;50,57;159,49
Yk-lo-T24WFO;Yukon;Yuk1;1;A;OTC;YES;NO;89,58;38,95;128,52
Yk-lo-T24WFO;Yukon;Yuk1;1;B;OTC;YES;NO;67,2;74,66;141,86
Yk-lo-T25AFO;Yukon;Yuk1;1;A;Control;YES;NO;96,91;34,89;131,8
Yk-lo-T25AFO;Yukon;Yuk1;1;B;Control;YES;NO;42,26;96,03;138,29
Yk-lo-T25WFO;Yukon;Yuk1;1;A;OTC;YES;NO;56,77;178,41;235,18
Yk-lo-T25WFO;Yukon;Yuk1;1;B;OTC;YES;NO;54,88;125,43;180,31
Yk-lo-T26AFO;Yukon;Yuk1;1;A;Control;YES;NO;317,4;131,6;449
Yk-lo-T26AFO;Yukon;Yuk1;1;B;Control;YES;NO;159,73;159,73;319,45
Yk-lo-T26WFO;Yukon;Yuk1;1;A;OTC;YES;NO;351,1;218,05;569,15
Yk-lo-T26WFO;Yukon;Yuk1;1;B;OTC;YES;NO;451,72;55,54;507,26
Yk-lo-T27AFO;Yukon;Yuk1;1;A;Control;YES;NO;75,71;34,07;109,78
Yk-lo-T27AFO;Yukon;Yuk1;1;B;Control;YES;NO;49,94;119,08;169,01
Yk-lo-T27WFO;Yukon;Yuk1;1;A;OTC;YES;NO;80,31;451,28;531,59
Yk-lo-T27WFO;Yukon;Yuk1;1;B;OTC;YES;NO;69,88;77,24;147,12
Yk-up-T42AFO;Yukon;Yuk2;1;A;Control;YES;NO;48,77;487,71;536,48
Yk-up-T42AFO;Yukon;Yuk2;1;B;Control;YES;NO;66,63;514,57;581,2
Yk-up-T42WFO;Yukon;Yuk2;1;A;OTC;YES;NO;117,06;664,58;781,63
Yk-up-T42WFO;Yukon;Yuk2;1;B;OTC;YES;NO;132,29;518,42;650,71
Yk-up-T43AFO;Yukon;Yuk2;1;A;Control;YES;NO;36,22;1532;1568,21
Yk-up-T43AFO;Yukon;Yuk2;1;B;Control;YES;NO;33,1;720,82;753,92
Yk-up-T43WFO;Yukon;Yuk2;1;A;OTC;YES;NO;166,88;298,83;465,7
Yk-up-T43WFO;Yukon;Yuk2;1;B;OTC;YES;NO;102,39;492,97;595,35
Yk-up-T44AFO;Yukon;Yuk2;1;A;Control;YES;NO;126,6;137,46;264,06
Yk-up-T44AFO;Yukon;Yuk2;1;B;Control;YES;NO;345,54;439,44;784,98
Yk-up-T44WFO;Yukon;Yuk2;1;A;OTC;YES;NO;0;632,14;632,14
Yk-up-T44WFO;Yukon;Yuk2;1;B;OTC;YES;NO;7,06;603,89;610,95
Yk-up-T45AFO;Yukon;Yuk2;1;A;Control;YES;NO;146,32;300,35;446,68
Yk-up-T45AFO;Yukon;Yuk2;1;B;Control;YES;NO;155,57;408,38;563,95
Yk-up-T45WFO;Yukon;Yuk2;1;A;OTC;YES;NO;54,66;116,62;171,28
Yk-up-T45WFO;Yukon;Yuk2;1;B;OTC;YES;NO;190,43;247,92;438,36
Yk-up-T46AFO;Yukon;Yuk2;1;A;Control;YES;NO;124,3;337,93;462,23
Yk-up-T46AFO;Yukon;Yuk2;1;B;Control;YES;NO;52,84;547,29;600,13
Yk-up-T46WFO;Yukon;Yuk2;1;A;OTC;YES;NO;176,83;195,64;372,47
Yk-up-T46WFO;Yukon;Yuk2;1;B;OTC;YES;NO;103,86;263,35;367,21
Yk-up-T47AFO;Yukon;Yuk2;1;A;Control;YES;NO;38,33;333,49;371,82
