"Kingdom" "Phylum" "Class" "Order" "Family" "Genus" "Species"
"ASV_11349" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Hymenogastraceae" "g__Galerina" NA
"ASV_11350" "k__Fungi" NA NA NA NA NA NA
"ASV_11351" "k__Fungi" "p__Basidiomycota" "c__Microbotryomycetes" "o__Sporidiobolales" "f__Sporidiobolaceae" "g__Rhodotorula" NA
"ASV_11352" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Mycosphaerellales" "f__Mycosphaerellaceae" "g__Cercospora" "s__coniogrammes"
"ASV_11353" "k__Fungi" NA NA NA NA NA NA
"ASV_11354" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Psathyrellaceae" "g__Candolleomyces" "s__candolleanus"
"ASV_11355" "k__Fungi" NA NA NA NA NA NA
"ASV_11356" "k__Fungi" "p__Basidiomycota" "c__Ustilaginomycetes" "o__Ustilaginales" "f__Ustilaginaceae" "g__Anthracocystis" NA
"ASV_11357" "k__Fungi" "p__Chytridiomycota" "c__Lobulomycetes" "o__Lobulomycetales" "f__Lobulomycetales_fam_Incertae_sedis" "g__Lobulomycetales_gen_Incertae_sedis" NA
"ASV_11358" "k__Fungi" NA NA NA NA NA NA
"ASV_11359" "k__Fungi" "p__Basidiomycota" NA NA NA NA NA
"ASV_11360" "k__Fungi" NA NA NA NA NA NA
"ASV_11361" "k__Fungi" NA NA NA NA NA NA
"ASV_11362" "k__Fungi" NA NA NA NA NA NA
"ASV_11363" "k__Fungi" "p__Basidiomycota" "c__Microbotryomycetes" "o__Microbotryomycetes_ord_Incertae_sedis" "f__Microbotryomycetes_fam_Incertae_sedis" "g__Microbotryomycetes_gen_Incertae_sedis" NA
"ASV_11364" "k__Fungi" "p__Basidiobolomycota" "c__Basidiobolomycetes" "o__Basidiobolales" "f__Basidiobolales_fam_Incertae_sedis" "g__Basidiobolales_gen_Incertae_sedis" NA
"ASV_11365" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV_11366" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Lophiostomataceae" "g__Lophiostoma" "s__corticola"
"ASV_11367" "k__Fungi" "p__Ascomycota" "c__Archaeorhizomycetes" "o__Archaeorhizomycetales" "f__Archaeorhizomycetaceae" "g__Archaeorhizomyces" NA
"ASV_11368" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Didymosphaeriaceae" "g__Tremateia" "s__guiyangensis"
"ASV_11369" "k__Fungi" "p__Chytridiomycota" NA NA NA NA NA
"ASV_11370" "k__Fungi" NA NA NA NA NA NA
"ASV_11371" "k__Fungi" NA NA NA NA NA NA
"ASV_11372" "k__Fungi" NA NA NA NA NA NA
"ASV_11373" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Polyporales" "f__Phanerochaetaceae" "g__Phanerochaete" "s__livescens"
"ASV_11374" "k__Fungi" "p__Ascomycota" "c__Ascomycota_cls_Incertae_sedis" "o__Ascomycota_ord_Incertae_sedis" "f__Ascomycota_fam_Incertae_sedis" "g__Volucrispora" "s__graminea"
"ASV_11375" "k__Fungi" NA NA NA NA NA NA
"ASV_11376" "k__Fungi" NA NA NA NA NA NA
"ASV_11377" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV_11378" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Helotiales_fam_Incertae_sedis" "g__Populomyces" "s__zwinianus"
"ASV_11379" "k__Fungi" "p__Ascomycota" "c__Lecanoromycetes" NA NA NA NA
"ASV_11380" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Boletales" "f__Serpulaceae" "g__Serpula" NA
"ASV_11381" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Mycosphaerellales" "f__Teratosphaeriaceae" NA NA
"ASV_11382" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Tubeufiales" "f__Tubeufiaceae" NA NA
"ASV_11383" "k__Fungi" "p__Basidiomycota" NA NA NA NA NA
"ASV_11384" "k__Fungi" NA NA NA NA NA NA
"ASV_11385" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV_11386" "k__Fungi" NA NA NA NA NA NA
"ASV_11387" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Rhizophagus" "s__irregularis"
"ASV_11388" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Eurotiales" "f__Aspergillaceae" "g__Aspergillus" "s__caninus"
"ASV_11389" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Atractosporales" NA NA NA
"ASV_11390" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Dothideomycetes_ord_Incertae_sedis" "f__Eremomycetaceae" "g__Arthrographis" "s__longispora"
"ASV_11391" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Pseudopyrenochaetaceae" "g__Pseudopyrenochaeta" "s__terrestris"
"ASV_11392" "k__Fungi" "p__Ascomycota" "c__Saccharomycetes" "o__Saccharomycetales" "f__Metschnikowiaceae" "g__Metschnikowia" NA
"ASV_11393" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Lachnaceae" "g__Lachnellula" "s__fuscosanguinea"
"ASV_11394" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV_11395" "k__Fungi" "p__Ascomycota" "c__Archaeorhizomycetes" "o__Archaeorhizomycetales" "f__Archaeorhizomycetales_fam_Incertae_sedis" "g__Archaeorhizomycetales_gen_Incertae_sedis" NA
"ASV_11396" "k__Fungi" "p__Basidiomycota" "c__Malasseziomycetes" "o__Malasseziales" "f__Malasseziaceae" "g__Malassezia" "s__restricta"
"ASV_11397" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Russulales" "f__Peniophoraceae" "g__Peniophora" "s__rufomarginata"
"ASV_11398" "k__Fungi" "p__Basidiomycota" "c__Microbotryomycetes" "o__Kriegeriales" "f__Kriegeriaceae" NA NA
"ASV_11399" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Amphisphaeriales" NA NA NA
"ASV_11400" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Filobasidiales" "f__Filobasidiaceae" "g__Heterocephalacria" "s__gelida"
"ASV_11401" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" NA NA NA NA
"ASV_11402" "k__Fungi" "p__Rozellomycota" "c__Rozellomycota_cls_Incertae_sedis" "o__Rozellomycota_ord_Incertae_sedis" "f__Rozellomycota_fam_Incertae_sedis" "g__Rozellomycota_gen_Incertae_sedis" NA
"ASV_11403" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Psathyrellaceae" "g__Coprinopsis" "s__stercorea"
"ASV_11404" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" "f__Capnodiaceae" "g__Chaetocapnodium" "s__philippinense"
"ASV_11405" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Sporidesmiales" "f__Sporidesmiaceae" "g__Sporidesmium" NA
"ASV_11406" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Bolbitiaceae" "g__Conocybe" "s__pilosa"
"ASV_11407" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV_11408" "k__Fungi" NA NA NA NA NA NA
"ASV_11409" "k__Fungi" "p__Ascomycota" "c__Orbiliomycetes" "o__Orbiliales" "f__Orbiliaceae" "g__Hyalorbilia" NA
"ASV_11410" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Didymellaceae" "g__Stagonosporopsis" "s__astragali"
"ASV_11411" "k__Fungi" NA NA NA NA NA NA
"ASV_11412" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Sordariales" "f__Chaetomiaceae" "g__Staphylotrichum" NA
"ASV_11413" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Eurotiales" "f__Aspergillaceae" "g__Aspergillus" "s__okavangoensis"
"ASV_11414" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Cucurbitariaceae" "g__Cucurbitariaceae_gen_Incertae_sedis" NA
"ASV_11415" "k__Fungi" "p__Basidiomycota" "c__Agaricostilbomycetes" "o__Agaricostilbales" "f__Kondoaceae" "g__Kondoa" "s__lulangica"
"ASV_11416" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV_11417" "k__Fungi" "p__Mucoromycota" "c__Endogonomycetes" "o__Endogonales" "f__Endogonaceae" NA NA
"ASV_11418" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Polyporales" "f__Irpicaceae" "g__Leptoporus" "s__mollis"
"ASV_11419" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" "f__Xenodevriesiaceae" "g__Xenodevriesia" "s__strelitziicola"
"ASV_11420" "k__Fungi" NA NA NA NA NA NA
"ASV_11421" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Russulales" "f__Russulales_fam_Incertae_sedis" "g__Russulales_gen_Incertae_sedis" NA
"ASV_11422" "k__Fungi" "p__Basidiomycota" "c__Microbotryomycetes" "o__Microbotryomycetes_ord_Incertae_sedis" "f__Colacogloeaceae" "g__Colacogloea" "s__terpenoidalis"
"ASV_11423" "k__Fungi" "p__Basidiomycota" NA NA NA NA NA
"ASV_11424" "k__Fungi" "p__Basidiomycota" "c__Microbotryomycetes" "o__Leucosporidiales" "f__Leucosporidiaceae" "g__Leucosporidium" NA
"ASV_11425" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Polyporales" "f__Irpicaceae" "g__Gloeoporus" NA
"ASV_11426" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Myrmecridiales" "f__Myrmecridiaceae" "g__Myrmecridium" "s__schulzeri"
"ASV_11427" "k__Fungi" NA NA NA NA NA NA
"ASV_11428" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Mycosphaerellales" "f__Teratosphaeriaceae" NA NA
"ASV_11429" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Hymenochaetales" "f__Schizoporaceae" "g__Hyphodontia" "s__pallidula"
"ASV_11430" "k__Fungi" "p__Ascomycota" "c__Lecanoromycetes" "o__Ostropales" "f__Ostropales_fam_Incertae_sedis" NA NA
"ASV_11431" "k__Fungi" NA NA NA NA NA NA
"ASV_11432" "k__Fungi" NA NA NA NA NA NA
"ASV_11433" "k__Fungi" NA NA NA NA NA NA
"ASV_11434" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Sporormiaceae" "g__Preussia" "s__flanaganii"
"ASV_11435" "k__Fungi" NA NA NA NA NA NA
"ASV_11436" "k__Fungi" NA NA NA NA NA NA
"ASV_11437" "k__Fungi" NA NA NA NA NA NA
"ASV_11438" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Rhynchogastremaceae" "g__Papiliotrema" NA
"ASV_11439" "k__Fungi" "p__Ascomycota" "c__Archaeorhizomycetes" "o__Archaeorhizomycetales" "f__Archaeorhizomycetaceae" "g__Archaeorhizomyces" NA
"ASV_11440" "k__Fungi" NA NA NA NA NA NA
"ASV_11441" "k__Fungi" "p__Rozellomycota" "c__Rozellomycotina_cls_Incertae_sedis" "o__GS04" "f__GS04_fam_Incertae_sedis" "g__GS04_gen_Incertae_sedis" NA
"ASV_11442" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Bulleraceae" "g__Genolevuria" "s__tibetensis"
"ASV_11443" "k__Fungi" NA NA NA NA NA NA
"ASV_11444" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Coniochaetales" "f__Coniochaetaceae" "g__Lecythophora" NA
"ASV_11445" "k__Fungi" NA NA NA NA NA NA
"ASV_11446" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Rhytismatales" "f__Rhytismataceae" NA NA
"ASV_11447" "k__Fungi" "p__Ascomycota" "c__Saccharomycetes" "o__Saccharomycetales" "f__Debaryomycetaceae" "g__Debaryomycetaceae_gen_Incertae_sedis" NA
"ASV_11448" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Pleurotaceae" "g__Pleurotus" "s__ostreatus"
"ASV_11449" "k__Fungi" "p__Ascomycota" "c__Archaeorhizomycetes" "o__Archaeorhizomycetales" "f__Archaeorhizomycetaceae" "g__Archaeorhizomyces" NA
"ASV_11450" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Mycosphaerellales" "f__Mycosphaerellaceae" "g__Cercospora" "s__canescens"
"ASV_11451" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Sordariales" "f__Neoschizotheciaceae" "g__Rinaldiella" "s__pentagonospora"
"ASV_11452" "k__Fungi" "p__Basidiomycota" "c__Cystobasidiomycetes" "o__Cystobasidiomycetes_ord_Incertae_sedis" "f__Symmetrosporaceae" "g__Symmetrospora" "s__rhododendri"
"ASV_11453" "k__Fungi" NA NA NA NA NA NA
"ASV_11454" "k__Fungi" NA NA NA NA NA NA
"ASV_11455" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Cantharellales" "f__Tulasnellaceae" "g__Tulasnellaceae_gen_Incertae_sedis" NA
"ASV_11456" "k__Fungi" NA NA NA NA NA NA
"ASV_11457" "k__Fungi" NA NA NA NA NA NA
"ASV_11458" "k__Fungi" "p__Chytridiomycota" "c__Lobulomycetes" "o__Lobulomycetales" "f__Lobulomycetales_fam_Incertae_sedis" "g__Lobulomycetales_gen_Incertae_sedis" NA
"ASV_11459" "k__Fungi" NA NA NA NA NA NA
"ASV_11460" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Glomerellales" "f__Glomerellaceae" "g__Colletotrichum" NA
"ASV_11461" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" NA NA NA NA
"ASV_11462" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV_11463" "k__Fungi" NA NA NA NA NA NA
"ASV_11464" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV_11465" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" NA NA NA
"ASV_11466" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" NA NA
"ASV_11467" "k__Fungi" NA NA NA NA NA NA
"ASV_11468" "k__Fungi" NA NA NA NA NA NA
"ASV_11469" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Trimorphomycetaceae" "g__Saitozyma" "s__paraflava"
"ASV_11470" "k__Fungi" "p__Chytridiomycota" NA NA NA NA NA
"ASV_11471" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" NA NA
"ASV_11472" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Pleosporaceae" "g__Alternaria" NA
"ASV_11473" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Mycosphaerellales" "f__Teratosphaeriaceae" "g__Constantinomyces" "s__macerans"
"ASV_11474" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV_11475" "k__Fungi" NA NA NA NA NA NA
"ASV_11476" "k__Fungi" "p__Chytridiomycota" NA NA NA NA NA
"ASV_11477" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV_11478" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV_11479" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV_11480" "k__Fungi" NA NA NA NA NA NA
"ASV_11481" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Eurotiales" "f__Trichocomaceae" "g__Talaromyces" "s__rugulosus"
"ASV_11482" "k__Fungi" "p__Chytridiomycota" "c__Chytridiomycetes" "o__Chytridiales" "f__Chytridiales_fam_Incertae_sedis" "g__Chytridiales_gen_Incertae_sedis" NA
"ASV_11483" "k__Fungi" NA NA NA NA NA NA
"ASV_11484" "k__Fungi" "p__Ascomycota" "c__Lecanoromycetes" "o__Lecanorales" "f__Ramalinaceae" "g__Bacidia" "s__chloroticula"
"ASV_11485" "k__Fungi" NA NA NA NA NA NA
"ASV_11486" "k__Fungi" "p__Chytridiomycota" NA NA NA NA NA
"ASV_11487" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" NA NA NA NA
"ASV_11488" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Rhynchogastremaceae" "g__Papiliotrema" "s__mangalensis"
"ASV_11489" "k__Fungi" NA NA NA NA NA NA
"ASV_11490" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Cantharellales" "f__Tulasnellaceae" "g__Tulasnellaceae_gen_Incertae_sedis" NA
"ASV_11491" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" NA NA NA NA
"ASV_11492" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Inocybaceae" "g__Inocybe" "s__impexa"
"ASV_11493" "k__Fungi" "p__Rozellomycota" "c__Rozellomycota_cls_Incertae_sedis" "o__Rozellomycota_ord_Incertae_sedis" "f__Rozellomycota_fam_Incertae_sedis" NA NA
"ASV_11494" "k__Fungi" "p__Mortierellomycota" "c__Mortierellomycetes" "o__Mortierellales" "f__Mortierellaceae" "g__Mortierella" "s__elongatula"
"ASV_11495" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV_11496" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV_11497" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV_11498" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV_11499" "k__Fungi" "p__Basidiomycota" NA NA NA NA NA
"ASV_11500" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Trechisporales" "f__Hydnodontaceae" "g__Luellia" "s__recondita"
"ASV_11501" "k__Fungi" NA NA NA NA NA NA
"ASV_11502" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV_11503" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Dictyosporiaceae" "g__Pseudodictyosporium" "s__elegans"
"ASV_11504" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Trimorphomycetaceae" "g__Saitozyma" NA
"ASV_11505" "k__Fungi" "p__Basidiomycota" "c__Pucciniomycetes" "o__Pachnocybales" "f__Pachnocybaceae" "g__Pachnocybaceae_gen_Incertae_sedis" NA
"ASV_11506" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Bionectriaceae" "g__Clonostachys" "s__rosea"
"ASV_11507" "k__Fungi" NA NA NA NA NA NA
"ASV_11508" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Hygrophoraceae" "g__Gliophorus" "s__psittacinus"
"ASV_11509" "k__Fungi" "p__Mortierellomycota" "c__Mortierellomycetes" "o__Mortierellales" "f__Mortierellaceae" "g__Mortierella" "s__alliacea"
"ASV_11510" "k__Fungi" NA NA NA NA NA NA
"ASV_11511" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Dermateaceae" "g__Dermateaceae_gen_Incertae_sedis" NA
"ASV_11512" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Mycosphaerellales" "f__Mycosphaerellaceae" "g__Zymoseptoria" "s__crescenta"
"ASV_11513" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Sporidesmiales" "f__Sporidesmiaceae" "g__Sporidesmium" "s__guizhouense"
"ASV_11514" "k__Fungi" NA NA NA NA NA NA
"ASV_11515" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Herpotrichiellaceae" "g__Exophiala" "s__equina"
"ASV_11516" "k__Fungi" NA NA NA NA NA NA
"ASV_11517" "k__Fungi" NA NA NA NA NA NA
"ASV_11518" "k__Fungi" NA NA NA NA NA NA
"ASV_11519" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" NA NA NA
"ASV_11520" "k__Fungi" NA NA NA NA NA NA
"ASV_11521" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Filobasidiales" "f__Filobasidiaceae" "g__Heterocephalacria" NA
"ASV_11522" "k__Fungi" "p__Ascomycota" "c__Saccharomycetes" "o__Saccharomycetales" "f__Metschnikowiaceae" "g__Metschnikowia" NA
"ASV_11523" "k__Fungi" "p__Ascomycota" "c__Saccharomycetes" "o__Saccharomycetales" "f__Metschnikowiaceae" "g__Metschnikowia" NA
"ASV_11524" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV_11525" "k__Fungi" "p__Ascomycota" "c__Lecanoromycetes" "o__Ostropales" "f__Ostropales_fam_Incertae_sedis" "g__Mulderomyces" "s__natalis"
"ASV_11526" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Sarocladiaceae" "g__Sarocladium" "s__strictum"
"ASV_11527" "k__Fungi" NA NA NA NA NA NA
"ASV_11528" "k__Fungi" NA NA NA NA NA NA
"ASV_11529" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Cantharellales" NA NA NA
"ASV_11530" "k__Fungi" "p__Chytridiomycota" "c__Spizellomycetes" "o__Spizellomycetales" "f__Spizellomycetales_fam_Incertae_sedis" "g__Spizellomycetales_gen_Incertae_sedis" NA
"ASV_11531" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Filobasidiales" "f__Filobasidiaceae" "g__Filobasidium" "s__wieringae"
"ASV_11532" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Polyporales" "f__Steccherinaceae" "g__Steccherinum" "s__fimbriatum"
"ASV_11533" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Melanommataceae" "g__Melanodiplodia" "s__tianschanica"
"ASV_11534" "k__Fungi" "p__Basidiomycota" "c__Microbotryomycetes" "o__Kriegeriales" "f__Kriegeriales_fam_Incertae_sedis" "g__Kriegeriales_gen_Incertae_sedis" NA
"ASV_11535" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Sordariales" "f__Podosporaceae" "g__Cladorrhinum" NA
"ASV_11536" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Bionectriaceae" "g__Acremonium" "s__biseptum"
"ASV_11537" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Microthyriales" "f__Microthyriaceae" "g__Isthmomyces" NA
"ASV_11538" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Herpotrichiellaceae" NA NA
"ASV_11539" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Polyporales" "f__Ganodermataceae" "g__Ganoderma" "s__applanatum"
"ASV_11540" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV_11541" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Muyocopronales" "f__Muyocopronaceae" "g__Leptodiscella" "s__africana"
"ASV_11542" "k__Fungi" NA NA NA NA NA NA
"ASV_11543" "k__Fungi" NA NA NA NA NA NA
"ASV_11544" "k__Fungi" NA NA NA NA NA NA
"ASV_11545" "k__Fungi" NA NA NA NA NA NA
"ASV_11546" "k__Fungi" "p__Chytridiomycota" "c__Chytridiomycetes" "o__Chytridiales" "f__Chytridiales_fam_Incertae_sedis" "g__Chytridiales_gen_Incertae_sedis" NA
"ASV_11547" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"ASV_11548" "k__Fungi" "p__Chytridiomycota" NA NA NA NA NA
"ASV_11549" "k__Fungi" NA NA NA NA NA NA
"ASV_11550" "k__Fungi" NA NA NA NA NA NA
"ASV_11551" "k__Fungi" "p__Basidiomycota" "c__Cystobasidiomycetes" NA NA NA NA
"ASV_11552" "k__Fungi" NA NA NA NA NA NA
"ASV_11553" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Cantharellales" "f__Hydnaceae" "g__Sistotrema" NA
"ASV_11554" "k__Fungi" NA NA NA NA NA NA
"ASV_11555" "k__Fungi" "p__Rozellomycota" "c__Rozellomycota_cls_Incertae_sedis" "o__Rozellomycota_ord_Incertae_sedis" "f__Rozellomycota_fam_Incertae_sedis" "g__Rozellomycota_gen_Incertae_sedis" NA
"ASV_11556" "k__Fungi" "p__Basidiomycota" "c__Microbotryomycetes" "o__Microbotryomycetes_ord_Incertae_sedis" "f__Microbotryomycetes_fam_Incertae_sedis" "g__Yunzhangia" NA
"ASV_11557" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Eurotiales" "f__Aspergillaceae" "g__Penicillium" "s__salamorum"
"ASV_11558" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Filobasidiales" "f__Filobasidiaceae" "g__Heterocephalacria" "s__gelida"
"ASV_11559" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Auriculariales" "f__Auriculariales_fam_Incertae_sedis" "g__Basidiodendron" "s__groningae"
"ASV_11560" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Herpotrichiellaceae" "g__Cladophialophora" "s__chaetospira"
"ASV_11561" "k__Fungi" NA NA NA NA NA NA
"ASV_11562" "k__Fungi" NA NA NA NA NA NA
"ASV_11563" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Mycosphaerellales" "f__Mycosphaerellaceae" "g__Zymoseptoria" "s__crescenta"
"ASV_11564" "k__Fungi" "p__Basidiomycota" "c__Exobasidiomycetes" "o__Exobasidiales" "f__Exobasidiaceae" "g__Arcticomyces" "s__warmingii"
"ASV_11565" "k__Fungi" "p__Mortierellomycota" "c__Mortierellomycetes" "o__Mortierellales" "f__Mortierellaceae" NA NA
"ASV_11566" "k__Fungi" NA NA NA NA NA NA
"ASV_11567" "k__Fungi" "p__Ascomycota" "c__Archaeorhizomycetes" "o__Archaeorhizomycetales" "f__Archaeorhizomycetaceae" "g__Archaeorhizomyces" NA
"ASV_11568" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Mycosphaerellales" "f__Teratosphaeriaceae" "g__Elasticomyces" NA
"ASV_11569" "k__Fungi" NA NA NA NA NA NA
"ASV_11570" "k__Fungi" "p__Ascomycota" "c__Archaeorhizomycetes" "o__Archaeorhizomycetales" "f__Archaeorhizomycetaceae" "g__Archaeorhizomyces" NA
"ASV_11571" "k__Fungi" "p__Ascomycota" "c__Orbiliomycetes" "o__Orbiliales" "f__Orbiliaceae" "g__Orbilia" NA
"ASV_11572" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Eurotiales" "f__Trichocomaceae" "g__Talaromyces" NA
"ASV_11573" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Phaeosphaeriaceae" "g__Nodulosphaeria" "s__aconiti"
"ASV_11574" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" NA NA NA
"ASV_11575" "k__Fungi" "p__Basidiomycota" NA NA NA NA NA
"ASV_11576" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Glomerellales" "f__Plectosphaerellaceae" NA NA
