GENUS	primary_lifestyle	Secondary_lifestyle	Comment_on_lifestyle_template	Endophytic_interaction_capability_template	Plant_pathogenic_capacity_template	Decay_substrate_template	Decay_type_template	Animal_biotrophic_capacity_template	Specific_hosts	Growth_form_template	Fruitbody_type_template	Hymenium_type_template	Ectomycorrhiza_exploration_type_template	Ectomycorrhiza_lineage_template	primary_photobiont	secondary_photobiont
Konradia	plant_pathogen	NA	NA	NA	leaf_fruit_seed_pathogen	NA	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Linearistroma	plant_pathogen	NA	NA	NA	leaf_fruit_seed_pathogen	NA	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Loculistroma	plant_pathogen	plant_pathogen	NA	NA	leaf_fruit_seed_pathogen	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Metacordyceps	animal_parasite	animal_decomposer	NA	NA	NA	animal_material	NA	animal_parasite	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Metapochonia	animal_parasite	animal_decomposer	NA	NA	NA	animal_material	NA	nematophagous	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Metarhiziopsis	animal_parasite	animal_decomposer	NA	NA	NA	animal_material	NA	animal_parasite	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Metarhizium	animal_parasite	animal_decomposer	NA	NA	NA	animal_material	NA	animal_parasite	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Moelleriella	animal_parasite	animal_decomposer	NA	NA	NA	animal_material	NA	animal_parasite	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Mycomalus	litter_saprotroph	NA	NA	NA	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Mycophilomyces	mycoparasite	fungal_decomposer	NA	NA	NA	fungal_material	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Myriogenospora	plant_pathogen	NA	NA	NA	leaf_fruit_seed_pathogen	NA	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Neobarya	mycoparasite	fungal_decomposer	NA	NA	NA	fungal_material	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Neoclaviceps	plant_pathogen	plant_pathogen	in_ovaries	NA	leaf_fruit_seed_pathogen	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Neocordyceps	animal_parasite	animal_decomposer	NA	NA	NA	animal_material	NA	animal_parasite	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Neotyphodium	foliar_endophyte	litter_saprotroph	toxin-producing	class1_clavicipitaceous_endophyte	NA	leaf_fruit_seed	NA	arthropod-associated	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Nigrocornus	foliar_endophyte	litter_saprotroph	NA	class1_clavicipitaceous_endophyte	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Nomuraea	animal_parasite	animal_decomposer	NA	NA	NA	animal_material	NA	animal_parasite	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Orbiocrella	animal_parasite	arthropod_parasite	NA	NA	NA	animal_material	NA	arthropod_parasite	scale_insect_larvae	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Parepichloe	foliar_endophyte	litter_saprotroph	NA	class1_clavicipitaceous_endophyte	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Periglandula	foliar_endophyte	litter_saprotroph	NA	class1_clavicipitaceous_endophyte	NA	leaf_fruit_seed	NA	arthropod-associated	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Pochonia	animal_parasite	animal_decomposer	NA	NA	NA	animal_material	NA	nematophagous	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Pseudomeria	animal_parasite	animal_decomposer	NA	NA	NA	animal_material	NA	animal_parasite	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Regiocrella	animal_parasite	animal_decomposer	NA	NA	NA	animal_material	NA	animal_parasite	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Rotiferophthora	animal_parasite	animal_decomposer	NA	NA	NA	animal_material	NA	animal_parasite	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Samuelsia	animal_parasite	animal_decomposer	NA	NA	NA	animal_material	NA	animal_parasite	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Shimizuomyces	litter_saprotroph	NA	NA	NA	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Sorosporella	animal_parasite	arthropod_parasite	NA	NA	NA	animal_material	NA	arthropod_parasite	grasshoppers,locusts	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Sphacelia	foliar_endophyte	litter_saprotroph	NA	class1_clavicipitaceous_endophyte	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Sphaerocordyceps	animal_parasite	animal_decomposer	NA	NA	NA	animal_material	NA	arthropod_parasite	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Stereocrea	plant_pathogen	animal_parasite	NA	NA	leaf_fruit_seed_pathogen	NA	NA	arthropod_parasite	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Tyrannicordyceps	mycoparasite	fungal_decomposer	NA	NA	NA	fungal_material	NA	NA	Claviceps_sclerotia	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Ustilaginoidea	plant_pathogen	NA	NA	NA	leaf_fruit_seed_pathogen	NA	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Villosiclava	plant_pathogen	NA	NA	NA	leaf_fruit_seed_pathogen	NA	NA	NA	Oryza_flowers	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Cocoonihabitus	unspecified_saprotroph	arthropod-associated	NA	NA	NA	NA	NA	arthropod-associated	Lepidoptera_cocoons	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Akanthomyces	animal_parasite	animal_decomposer	NA	NA	NA	animal_material	NA	invertebrate_parasite	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Amphichorda	dung_saprotroph	NA	NA	NA	NA	dung	NA	NA	bats	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Ascopolyporus	animal_parasite	plant_pathogen	NA	NA	leaf_fruit_seed_pathogen	leaf_fruit_seed,animal_material	NA	arthropod_parasite	scale_insects	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Beauveria	animal_parasite	animal_decomposer	NA	foliar_endophyte	NA	animal_material	NA	invertebrate_parasite	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Beejasamuha	dung_saprotroph	NA	NA	NA	NA	dung	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Blackwellomyces	animal_parasite	animal_decomposer	NA	NA	NA	animal_material	NA	invertebrate_parasite	Lepidoptera	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Cordyceps	animal_parasite	foliar_endophyte	NA	class1_clavicipitaceous_endophyte	NA	animal_material	NA	animal_parasite	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Coremiopsis	soil_saprotroph	NA	NA	NA	NA	soil	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Engyodontium	animal_parasite	animal_decomposer	NA	NA	NA	animal_material	NA	opportunistic_animal_parasite	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Evlachovaea	animal_parasite	animal_decomposer	NA	NA	NA	animal_material	NA	invertebrate_parasite	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Gibellula	animal_parasite	arthropod_parasite	NA	NA	NA	animal_material	NA	invertebrate_parasite	spiders	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Granulomanus	animal_parasite	arthropod_parasite	NA	NA	NA	animal_material	NA	invertebrate_parasite	spiders	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Hevansia	animal_parasite	animal_decomposer	NA	NA	NA	animal_material	NA	invertebrate_parasite	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Hyperdermium	animal_parasite	foliar_endophyte	NA	class1_clavicipitaceous_endophyte	NA	animal_material	NA	arthropod_parasite	scale_insects	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Isaria	animal_parasite	animal_decomposer	NA	NA	NA	animal_material	NA	invertebrate_parasite	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Lecanicillium	animal_parasite	animal_decomposer	NA	foliar_endophyte	NA	animal_material	NA	invertebrate_parasite	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Leptobacillium	animal_parasite	fungal_decomposer	NA	NA	NA	animal_material,fungal_material	keratinolytic	invertebrate_parasite	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Microhilum	animal_parasite	animal_decomposer	NA	NA	NA	animal_material	NA	invertebrate_parasite	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Onychophora	dung_saprotroph	NA	NA	NA	NA	dung	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Parengyodontium	animal_parasite	plant_pathogen	NA	NA	leaf_fruit_seed_pathogen	leaf_fruit_seed,animal_material	keratinolytic	opportunistic_human_parasite	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Phytocordyceps	plant_pathogen	NA	NA	NA	leaf_fruit_seed_pathogen	NA	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Pleurodesmospora	NA	NA	NA	NA	NA	NA	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Pseudogibellula	animal_parasite	arthropod_parasite	NA	NA	NA	animal_material	NA	arthropod_parasite	ants	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Samsoniella	animal_parasite	animal_decomposer	NA	NA	NA	animal_material	NA	invertebrate_parasite	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Simplicillium	animal_parasite	animal_decomposer	mycoparasite_some_species	NA	NA	animal_material	NA	invertebrate_parasite	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Torrubiella	animal_parasite	animal_decomposer	NA	NA	NA	animal_material	NA	animal_parasite	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Flammocladiella	wood_saprotroph	NA	mycoparasite_one_species	NA	NA	wood	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Arachnocrea	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Cladobotryum	mycoparasite	fungal_decomposer	NA	NA	NA	fungal_material	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Dialhypocrea	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Escovopsioides	mycoparasite	fungal_decomposer	attine_ant_nests	NA	NA	fungal_material	NA	arthropod-associated	ants	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Escovopsis	mycoparasite	fungal_decomposer	attine_ant_nests	NA	NA	fungal_material	NA	arthropod-associated	ants	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Hormiactis	mycoparasite	fungal_decomposer	NA	NA	NA	fungal_material	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Hypocreopsis	mycoparasite	fungal_decomposer	NA	NA	NA	fungal_material	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Hypomyces	mycoparasite	fungal_decomposer	NA	NA	NA	fungal_material	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Lepisticola	mycoparasite	fungal_decomposer	NA	NA	NA	fungal_material	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Lichenobarya	lichen_parasite	fungal_decomposer	NA	NA	NA	fungal_material,algal_material	NA	NA	Usnea	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Monocillium	litter_saprotroph	dung_saprotroph	invertebrate-associated_some_species	NA	NA	wood,leaf_fruit_seed,soil,dung,animal_material	NA	invertebrate-associated	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Mycogone	mycoparasite	fungal_decomposer	NA	NA	NA	fungal_material	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Podostroma	litter_saprotroph	wood_saprotroph	arthropod-associated_some_species	NA	NA	wood,leaf_fruit_seed	NA	arthropod-associated	termites	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Protocrea	mycoparasite	fungal_decomposer	NA	NA	NA	fungal_material	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Pseudohypocrea	litter_saprotroph	NA	NA	NA	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Rogersonia	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Sepedonium	mycoparasite	wood_saprotroph	NA	NA	NA	wood,fungal_material	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Sibirina	mycoparasite	fungal_decomposer	NA	NA	NA	fungal_material	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Sphaerostilbella	mycoparasite	fungal_decomposer	NA	NA	NA	fungal_material	NA	NA	Stereum	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Sporophagomyces	mycoparasite	fungal_decomposer	NA	NA	NA	fungal_material	NA	NA	Ganoderma	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Trichoderma	mycoparasite	foliar_endophyte	hypervariable	foliar_endophyte	leaf_fruit_seed_pathogen	leaf_fruit_seed,soil,fungal_material	soft_rot	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Verticimonosporium	litter_saprotroph	NA	NA	NA	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Acremoniopsis	soil_saprotroph	NA	NA	NA	NA	soil	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Arthrosporium	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Berkelella	animal-associated	animal_decomposer	NA	NA	NA	animal_material	NA	animal_parasite	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Bulbithecium	dung_saprotroph	NA	NA	NA	NA	dung	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Campylospora	litter_saprotroph	NA	NA	NA	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Cephalosporiopsis	animal_parasite	animal_decomposer	lichen_parasite_one_species	NA	NA	animal_material	NA	nematophagous	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Chlamydocillium	soil_saprotroph	NA	NA	NA	NA	soil	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Chlorocillium	animal_parasite	animal_decomposer	NA	NA	NA	animal_material	NA	arthropod_parasite	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Chondronectria	lichen_parasite	fungal_decomposer	NA	NA	NA	fungal_material,algal_material	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Ciliciopodium	wood_saprotroph	litter_saprotroph	NA	NA	NA	wood,leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Cladosterigma	plant_pathogen	NA	NA	NA	leaf_fruit_seed_pathogen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Colletoconis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cylindronectria	lichen_parasite	fungal_decomposer	NA	NA	NA	fungal_material,algal_material	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Diploöspora	litter_saprotroph	NA	NA	NA	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Flammispora	litter_saprotroph	NA	NA	NA	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Gliocladium	mycoparasite	wood_saprotroph	NA	NA	NA	wood,fungal_material	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Gynonectria	plant_pathogen	NA	NA	NA	leaf_fruit_seed_pathogen	NA	NA	NA	liverwort_perianths	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Hapsidospora	litter_saprotroph	NA	NA	NA	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	cleistothecium_(closed,_spherical)	closed	NA	NA	NA	NA
Haptospora	animal_parasite	animal_decomposer	NA	NA	NA	animal_material	NA	invertebrate_parasite	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Illosporiopsis	lichen_parasite	fungal_decomposer	NA	NA	NA	fungal_material,algal_material	NA	NA	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Illosporium	lichen_parasite	fungal_decomposer	NA	NA	NA	fungal_material,algal_material	NA	NA	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Leptobarya	lichen_parasite	fungal_decomposer	NA	NA	NA	fungal_material,algal_material	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Lichenopenicillus	lichen_parasite	fungal_decomposer	NA	NA	NA	fungal_material,algal_material	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Metadothella	plant_pathogen	NA	NA	NA	leaf_fruit_seed_pathogen	NA	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Munkia	foliar_endophyte	litter_saprotroph	NA	foliar_endophyte	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Neomunkia	litter_saprotroph	NA	NA	NA	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Olpitrichum	mycoparasite	foliar_endophyte	NA	foliar_endophyte	NA	leaf_fruit_seed,fungal_material	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Peloronectria	litter_saprotroph	NA	NA	NA	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Podocrella	animal_parasite	animal_decomposer	NA	NA	NA	animal_material	NA	arthropod_parasite	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Pseudoacremonium	plant_pathogen	NA	NA	NA	leaf_fruit_seed_pathogen	NA	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Pseudoidriella	epiphyte	litter_saprotroph	NA	NA	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Pseudomeliola	plant_pathogen	NA	NA	NA	leaf_fruit_seed_pathogen	NA	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Rodentomyces	dung_saprotroph	NA	NA	NA	NA	dung	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Roselliniella	lichen_parasite	fungal_decomposer	NA	NA	NA	fungal_material,algal_material	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Sedecimiella	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Sesquicillium	litter_saprotroph	NA	soil_saprotroph_some_species	NA	NA	leaf_fruit_seed,soil	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Solheimia	litter_saprotroph	NA	NA	NA	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Stanjemonium	soil_saprotroph	NA	NA	NA	NA	soil	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Stilbella	dung_saprotroph	foliar_endophyte	litter_saprotroph_some_species	foliar_endophyte	NA	leaf_fruit_seed,dung	soft_rot	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Ticonectria	plant_pathogen	NA	NA	NA	leaf_fruit_seed_pathogen	NA	NA	NA	moss_perianths	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Tilakidium	mycoparasite	fungal_decomposer	NA	NA	NA	fungal_material	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Tubercularia	plant_pathogen	NA	NA	NA	leaf_fruit_seed_pathogen	NA	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Emericellopsis	soil_saprotroph	NA	NA	NA	NA	soil	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Leucosphaerina	dung_saprotroph	NA	NA	NA	NA	dung	NA	NA	NA	filamentous_mycelium	cleistothecium_(closed,_spherical)	closed	NA	NA	NA	NA
Myrotheciomyces	epiphyte	litter_saprotroph	NA	NA	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Trichothecium	plant_pathogen	litter_saprotroph	mycoparasite_some_species	NA	leaf_fruit_seed_pathogen	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Actinostilbe	plant_pathogen	NA	NA	NA	leaf_fruit_seed_pathogen	NA	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Albonectria	plant_pathogen	foliar_endophyte	NA	foliar_endophyte	leaf_fruit_seed_pathogen	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Allantonectria	plant_pathogen	NA	NA	NA	leaf_fruit_seed_pathogen	NA	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Allonectella	mycoparasite	fungal_decomposer	NA	NA	NA	fungal_material	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Aphanocladium	protistan_parasite	fungal_decomposer	NA	NA	NA	fungal_material,protist_material	NA	NA	slime_molds	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Aquanectria	litter_saprotroph	NA	NA	NA	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Atractium	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Baipadisphaeria	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Bisifusarium	litter_saprotroph	wood_saprotroph	NA	NA	NA	wood,leaf_fruit_seed,soil	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Botryosporium	plant_pathogen	NA	NA	NA	leaf_fruit_seed_pathogen	NA	NA	NA	NA	filamentous_mycelium	none	none	NA	NA	NA	NA
Calonectria	plant_pathogen	NA	NA	NA	leaf_fruit_seed_pathogen	NA	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Calostilbe	plant_pathogen	NA	NA	NA	leaf_fruit_seed_pathogen	NA	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Campylocarpon	plant_pathogen	NA	NA	NA	leaf_fruit_seed_pathogen	NA	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Chaetonectrioides	litter_saprotroph	NA	NA	NA	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Chaetopsina	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Coccinonectria	litter_saprotroph	NA	NA	NA	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Corallomyces	animal_parasite	animal_decomposer	NA	NA	NA	animal_material	NA	arthropod_parasite	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Corallomycetella	plant_pathogen	wood_saprotroph	wood_saprotroph_some_species	NA	root_pathogen	wood,roots	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Corallonectria	plant_pathogen	NA	NA	NA	root_pathogen	NA	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Corinectria	plant_pathogen	wood_saprotroph	NA	NA	wood_pathogen	wood	NA	NA	Pinaceae	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Cosmospora	mycoparasite	fungal_decomposer	NA	NA	NA	fungal_material	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Cosmosporella	wood_saprotroph	NA	NA	NA	NA	wood	NA	NA	NA	filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed	NA	NA	NA	NA
Curvicladiella	plant_pathogen	NA	NA	NA	leaf_fruit_seed_pathogen	NA	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Curvicladium	litter_saprotroph	NA	NA	NA	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
Cyanochyta	litter_saprotroph	NA	NA	NA	NA	leaf_fruit_seed	NA	NA	NA	filamentous_mycelium	NA	NA	NA	NA	NA	NA
