Label;Shrub;Deciduous_shrub;Evergreen_shrub;Forb;Forb_nonNfix;Forb_Nfix;Graminoid;Grass;Sedge;Rush;Bryophyte;Lichen;Bare_Rock_Litter
Fn-pa-no-OTC-BP;0.922330097;0.165048544;0.757281553;0;0;0;0;0;0;0;0;0.077669903;0
Fn-th-no-cont-3M;0.411764706;0.347058824;0.064705882;0;0;0;0;0;0;0;0.529411765;0.058823529;0
Fn-th-no-cont-4M;0.409836066;0.18852459;0.221311475;0;0;0;0;0;0;0;0.491803279;0.098360656;0
Fn-th-no-cont-BM;0.497206704;0.351955307;0.145251397;0;0;0;0;0;0;0;0.502793296;0;0
Fn-th-no-OTC-3M;0.403726708;0.279503106;0.124223602;0;0;0;0.01863354;0;0.01863354;0;0.559006211;0.01863354;0
Fn-th-no-OTC-4M;0.503067485;0.165644172;0.337423313;0;0;0;0;0;0;0;0.398773006;0.098159509;0
Fn-th-no-OTC-BM;0.394160584;0.218978102;0.175182482;0;0;0;0;0;0;0;0.583941606;0.02189781;0
Ki-fi-cont-1;0.265957447;0.159574468;0.106382979;0;NA;NA;0.042553191;NA;NA;NA;0.638297872;0.053191489;0
Ki-fi-cont-2;0.6;0.1;0.5;0;NA;NA;0.05;NA;NA;NA;0.25;0.1;0
Ki-fi-cont-3;0.660714286;0.125;0.535714286;0.017857143;NA;NA;0.017857143;NA;NA;NA;0.267857143;0.035714286;0
Ki-fi-cont-4;0.212598425;0.157480315;0.05511811;0;NA;NA;0;NA;NA;NA;0.763779528;0.023622047;0
Ki-fi-cont-5;0.474683544;0.253164557;0.221518987;0;NA;NA;0.006329114;NA;NA;NA;0.474683544;0.044303797;0
Ki-fi-OTC-1;0.704225352;0.281690141;0.422535211;0;NA;NA;0.211267606;NA;NA;NA;0.070422535;0.014084507;0
Ki-fi-OTC-2;0.693430657;0.547445255;0.145985401;0;NA;NA;0.00729927;NA;NA;NA;0.291970803;0.00729927;0
Ki-fi-OTC-3;0.945454545;0.818181818;0.127272727;0;NA;NA;0;NA;NA;NA;0.036363636;0.018181818;0
Ki-fi-OTC-4;0.882352941;0.147058824;0.735294118;0;NA;NA;0.058823529;NA;NA;NA;0.014705882;0.044117647;0
Ki-fi-OTC-5;0.714285714;0.634920635;0.079365079;0;NA;NA;0.111111111;NA;NA;NA;0.158730159;0.015873016;0
Ko-gl-cont-2;0.571428571;0.142857143;0.457142857;0;NA;NA;0;0;0;0;0.285714286;0.142857143;0
Ko-gl-cont-3;0.787401575;0.31496063;0.708661417;0;NA;NA;0;0;0;0;0.196850394;0.015748031;0
Ko-gl-cont-4;0.862068966;0.517241379;0.646551724;0;NA;NA;0.00862069;0;0.00862069;0;0.129310345;0;0
Ko-gl-cont-5;0.952380952;0.19047619;0.904761905;0;NA;NA;0.047619048;0.00952381;0.047619048;0;0;0;0
Ko-gl-cont-6;0.64516129;0.161290323;0.580645161;0;NA;NA;0.032258065;0.006451613;0.025806452;0;0.322580645;0;0
Ko-gl-OTC-2;0.757575758;0.568181818;0.606060606;0;NA;NA;0;0;0;0;0.227272727;0.015151515;0
Ko-gl-OTC-3;0.826086957;0.652173913;0.434782609;0;NA;NA;0;0;0;0;0.130434783;0.043478261;0
Ko-gl-OTC-4;0.751879699;0.714285714;0.563909774;0.007518797;NA;NA;0.015037594;0;0.015037594;0;0.22556391;0;0
Ko-gl-OTC-5;0.491803279;0.163934426;0.409836066;0.008196721;NA;NA;0.008196721;0;0.008196721;0;0.409836066;0.081967213;0
Nr-us-18-XXW;0;0;0;0.35;0.35;0;0.4;0.4;0;0;0;0;0.25
Nr-us-21-XXW;0;0;0;0.631578947;0.526315789;0.105263158;0.157894737;0.157894737;0;0;0;0;0.210526316
Nr-us-22-XXX;0;0;0;0.55;0.45;0.1;0.4;0.4;0;0;0;0;0.05
Nr-us-24-XXX;0;0;0;0.55;0.55;0;0.37;0.37;0;0;0;0;0.08
Nr-us-33-XXX;0;0;0;0.636363636;0.409090909;0.227272727;0.318181818;0.318181818;0;0;0;0;0.045454545
Nr-us-38-XXW;0;0;0;0.3;0.25;0.05;0.5;0.5;0;0;0.15;0;0.05
Nr-us-6-XXX;0;0;0;0.690909091;0.654545455;0.036363636;0.281818182;0.281818182;0;0;0;0;0.027272727
Pc-fr-cont-1-1;0;0;0;0.576923077;0.576923077;0;0.423076923;0.423076923;0;0;0;0;0
Pc-fr-cont-3-1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
Pc-fr-cont-3-2;0.642857143;0.642857143;0;0.107142857;0.107142857;0;0.214285714;0.214285714;0.035714286;0;0;0;0.035714286
Pc-fr-cont-4-1;0.445859873;0.445859873;0;0.191082803;0.191082803;0;0.350318471;0.350318471;0;0;0;0;0.012738854
Pc-fr-cont-4-2;0.863636364;0.863636364;0;0.027272727;0.027272727;0;0.090909091;0.090909091;0;0;0;0;0.018181818
Pc-fr-OTC-1-1;0.019230769;0.019230769;0;0.913461538;0.913461538;0;0.048076923;0.048076923;0;0;0;0;0.019230769
Pc-fr-OTC-3-1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
Pc-fr-OTC-2-1;0.142857143;0.142857143;0;0.285714286;0.285714286;0;0.476190476;0.142857143;0.380952381;0;0.095238095;0;0
Pc-fr-OTC-3-2;0.526315789;0.526315789;0;0.105263158;0.105263158;0;0.210526316;0.210526316;0;0;0;0;0.157894737
Pc-fr-OTC-4-1;0.405405405;0.405405405;0;0.054054054;0.054054054;0;0.540540541;0.540540541;0;0;0;0;0
Pc-fr-OTC-4-2;0.366666667;0.366666667;0;0.166666667;0.066666667;0.1;0.466666667;0.466666667;0.033333333;0;0;0;0
Pg-it-cont-B1;0;0;0;0.283018868;0.283018868;0;0.377358491;0.141509434;0.235849057;0;0;0.188679245;0.150943396
Pg-it-cont-B2-1;0;0;0;0.163043478;0.163043478;0;0.489130435;0.326086957;0.163043478;0;0;0.163043478;0.184782609
Pg-it-cont-B2-2;0;0;0;0.393258427;0.393258427;0;0.179775281;0.011235955;0.168539326;0;0;0.337078652;0.08988764
Pg-it-cont-B3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0
Pg-it-cont-B4-1;0;0;0;0.303030303;0.303030303;0;0.404040404;0.151515152;0.252525253;0;0;0.02020202;0.272727273
Pg-it-cont-B4-2;0;0;0;0.35;0.35;0;0.3;0.1;0.2;0;0;0.1;0.25
Pg-it-cont-B5-1;0;0;0;0.196850394;0.196850394;0;0.393700787;0.157480315;0.236220472;0;0.31496063;0.039370079;0.05511811
Pg-it-cont-B5-2;0;0;0;0.142857143;0.142857143;0;0.476190476;0.142857143;0.333333333;0;0.19047619;0.142857143;0.047619048
Pg-it-cont-P1;0.026086957;0.026086957;0;0.130434783;0.130434783;0;0.060869565;0.017391304;0.043478261;0;0.782608696;0;0
Pg-it-cont-P2;0.32;0.32;0;0.12;0.12;0;0;0;0;0;0.56;0;0
Pg-it-cont-P3;0.236220472;0.236220472;0;0.039370079;0.039370079;0;0.007874016;0.007874016;0;0;0.708661417;0.007874016;0
Pg-it-cont-P4;0.009345794;0.009345794;0;0.093457944;0.093457944;0;0.009345794;0.009345794;0;0;0.887850467;0;0
Pg-it-cont-P5;0.158730159;0.158730159;0;0.079365079;0.079365079;0;0.007936508;0.007936508;0;0;0.753968254;0;0
Pg-it-cont-S1;0.6;0.6;0;0.2;0.2;0;0;0;0;0;0.1;0.06;0.04
Pg-it-cont-S2;0.265486726;0.265486726;0;0.088495575;0.088495575;0;0.17699115;0.17699115;0;0;0.008849558;0.017699115;0.442477876
Pg-it-cont-S3;0.4;0.4;0;0.15;0.15;0;0.2;0.2;0;0;0.15;0;0.1
Pg-it-cont-S4;0.212765957;0.212765957;0;0.159574468;0.159574468;0;0.031914894;0.031914894;0;0;0.042553191;0.021276596;0.531914894
Pg-it-cont-S5;0.564516129;0.564516129;0;0.048387097;0.048387097;0;0.048387097;0.048387097;0;0;0.241935484;0.016129032;0.080645161
Pg-it-OTC-B1;0;0;0;0.218978102;0.218978102;0;0.109489051;0;0.109489051;0;0;0.656934307;0.01459854
Pg-it-OTC-B1-1-1yr;0;0;0;0.512820513;0.512820513;0;0.230769231;0.017094017;0.213675214;0;0;0.128205128;0.128205128
Pg-it-OTC-B1-2-1yr;0;0;0;0.48245614;0.48245614;0;0.315789474;0.00877193;0.307017544;0;0;0.026315789;0.175438596
Pg-it-OTC-B2;0;0;0;0.460526316;0.460526316;0;0.171052632;0.039473684;0.131578947;0;0;0.039473684;0.328947368
Pg-it-OTC-B2-1-1yr;0;0;0;0.365853659;0.365853659;0;0.243902439;0;0.243902439;0;0;0.304878049;0.085365854
Pg-it-OTC-B2-2-1yr;0;0;0;0.625;0.625;0;0.208333333;0;0.208333333;0;0;0.010416667;0.15625
Pg-it-OTC-B3;0;0;0;0.416666667;0.416666667;0;0.324074074;0.138888889;0.185185185;0;0;0.092592593;0.166666667
Pg-it-OTC-B3-1-1yr;0;0;0;0.142857143;0.142857143;0;0.535714286;0.178571429;0.357142857;0;0.142857143;0.071428571;0.107142857
Pg-it-OTC-B3-2-1yr;0;0;0;0.119047619;0.119047619;0;0.714285714;0.198412698;0.515873016;0;0.03968254;0.007936508;0.119047619
Pg-it-OTC-B4;0;0;0;0.181818182;0.181818182;0;0.5;0.136363636;0.363636364;0;0;0.090909091;0.227272727
Pg-it-OTC-B4-1-1yr;0;0;0;0.099009901;0.099009901;0;0.594059406;0.247524752;0.346534653;0;0;0.099009901;0.207920792
Pg-it-OTC-B4-2-1yr;0;0;0;0.294117647;0.294117647;0;0.411764706;0.176470588;0.235294118;0;0;0.058823529;0.235294118
Pg-it-OTC-B5;0;0;0;0.511363636;0.511363636;0;0.340909091;0.056818182;0.284090909;0;0.011363636;0;0.136363636
Pg-it-OTC-B5-1-1yr;0;0;0;0.22556391;0.22556391;0;0.488721805;0.22556391;0.263157895;0;0.037593985;0.15037594;0.097744361
Pg-it-OTC-B5-2- 1yr;0;0;0;0.1953125;0.1953125;0;0.4296875;0.1171875;0.3125;0;0.0234375;0.2734375;0.078125
Pg-it-OTC-P1;0.25210084;0.25210084;0;0.193277311;0.193277311;0;0.109243697;0.025210084;0.084033613;0;0.420168067;0.016806723;0.008403361
Pg-it-OTC-P2;0.115384615;0.115384615;0;0.153846154;0.153846154;0;0.192307692;0.192307692;0;0;0.5;0;0.038461538
Pg-it-OTC-P3;0.217391304;0.217391304;0;0.27173913;0.27173913;0;0.076086957;0.076086957;0;0;0.163043478;0;0.27173913
Pg-it-OTC-P4;0.024390244;0.024390244;0;0.081300813;0.081300813;0;0.081300813;0.081300813;0;0;0.650406504;0;0.162601626
Pg-it-OTC-P5;0.431034483;0.431034483;0;0.129310345;0.129310345;0;0.00862069;0.00862069;0;0;0.431034483;0;0
Pg-it-OTC-S1;0.35;0.35;0;0.1;0.1;0;0.03;0.03;0;0;0.02;0.05;0.45
